test_id,test_strain,type,effects_1,effects_2,effects_3,effects_4,effects_5,effects_6,effects_7,effects_8,ailment_1,ailment_2,ailment_3,ailment_4,ailment_5,flavor_1,flavor_2,flavor_3,flavor_4
51221,Kraken,Indica,Relaxed, Sleepy, Happy, Talkative, Euphoric, Paranoid, Dry Mouth,,Stress, Insomnia, Muscle Spasms,,,Earthy,,,
51463,Alien Rift,Hybrid,Relaxed, Happy, Euphoric, Hungry, Uplifted, Dry Mouth, Paranoid, Anxious,Stress, Insomnia, Depression, Pain,,Earthy, Citrus,,
53969,Black Diamond,Hybrid,Relaxed, Happy, Euphoric, Hungry, Uplifted, Dry Mouth, Anxious, Paranoid,Stress, Pain, Insomnia, Depression, Inflammation,Earthy, Berry, Sweet,
63119,Mendo Breath,Hybrid,Relaxed, Happy, Euphoric, Sleepy, Uplifted, Dry Mouth, Paranoid, Anxious,Stress, Pain, Insomnia, Depression,,Earthy, Pine,,
63315,Rockstar,Hybrid,Relaxed, Sleepy, Happy, Euphoric, Uplifted, Dry Mouth, Anxious, Paranoid,Stress, Depression, Pain, Insomnia, Inflammation,Earthy,,,
95613,King Louis XIII,Hybrid,Relaxed, Sleepy, Happy, Euphoric, Hungry, Dry Mouth, Paranoid, Anxious,Stress, Insomnia, Pain, Depression, Muscle Spasms,Earthy, Pine,,
97199,Incredible Bulk,Indica,Relaxed, Happy, Tingly, Sleepy, Dry Mouth, Paranoid, Anxious,,Stress, Muscle Spasms, Insomnia, Pain, Lack of Appetite,Earthy, Citrus,,
109333,Opal OG Kush,Indica,Relaxed, Euphoric, Horny, Happy, Focused, Dry Mouth, Paranoid,,Stress, Insomnia, Muscle Spasms, Depression, Lack of Appetite,Earthy, Lavender, Strawberry,
115248,Do-Si-Dos,Indica,Relaxed, Euphoric, Happy, Sleepy, Uplifted, Dry Mouth, Paranoid, Anxious,Stress, Pain, Depression, Insomnia, Lack of Appetite,Earthy, Sweet,,
124559,Rocklock,Hybrid,Relaxed, Uplifted, Happy, Euphoric, Sleepy, Dry Mouth, Paranoid,,Stress, Depression, Muscle Spasms, Inflammation,,Earthy,,,
127118,Herijuana,Hybrid,Relaxed, Sleepy, Happy, Uplifted, Euphoric, Dry Mouth, Paranoid, Anxious,Stress, Pain, Insomnia, Depression,,Earthy, Pine,,
127118,Herijuana,Hybrid,Relaxed, Sleepy, Happy, Uplifted, Euphoric, Dry Mouth, Paranoid, Anxious,Stress, Pain, Insomnia, Depression,,Earthy, Pine,,
141454,Crouching Tiger Hidden Alien,Indica,Relaxed, Happy, Euphoric, Tingly, Uplifted, Dry Mouth,,,Stress, Inflammation, Muscle Spasms, Nausea, Pain,Earthy, Pine,,
141726,Pakistani Chitral Kush,Indica,Relaxed, Happy, Hungry, Tingly, Uplifted, Dry Mouth,,,Stress, Insomnia, Pain, Muscle Spasms, Lack of Appetite,Earthy, Sweet, Berry,
187786,Diamond OG,Hybrid,Relaxed, Sleepy, Happy, Euphoric, Uplifted, Dry Mouth, Paranoid, Anxious,Stress, Pain, Insomnia, Depression, Lack of Appetite,Earthy, Pine,,
201103,Eran Almog,Hybrid,Relaxed, Sleepy, Euphoric, Happy, Uplifted, Dry Mouth, Paranoid,,Stress, Insomnia, Pain, Inflammation, Depression,Earthy, Sweet, Citrus,
202674,Alien Bubba,Hybrid,Relaxed, Happy, Euphoric, Sleepy, Uplifted, Dry Mouth, Anxious,,Stress, Depression, Pain, Insomnia, Lack of Appetite,Earthy,,,
202865,Salmon River OG,Hybrid,Relaxed, Sleepy, Talkative, Happy, Euphoric, Dry Mouth,,,Stress, Depression, Pain, Muscle Spasms, Insomnia,Earthy,,,
60,Grape Ape,Hybrid,Relaxed, Sleepy, Happy, Euphoric, Uplifted, Dry Mouth, Anxious,,Stress, Pain, Insomnia, Depression,,Grape, Sweet, Berry,
3608,Deep Purple,Hybrid,Relaxed, Euphoric, Sleepy, Happy, Tingly, Dry Mouth, Anxious,,Stress, Pain, Depression, Insomnia, Lack of Appetite,Grape, Earthy, Sweet,
6118,Purple Wreck,Hybrid,Relaxed, Sleepy, Happy, Uplifted, Dry Mouth, Paranoid, Anxious,,Stress, Pain, Depression, Inflammation,,Grape, Sweet, Berry,
6831,Cookie Monster,Hybrid,Relaxed, Euphoric, Happy, Sleepy, Dry Mouth, Anxious,,,Stress, Pain, Insomnia, Lack of Appetite, Muscle Spasms,Grape,,,
11656,Purple Nepal,Hybrid,Relaxed, Sleepy, Happy, Euphoric, Uplifted, Dry Mouth, Paranoid,,Stress, Insomnia, Pain, Depression,,Grape, Berry,,
16381,Purple Dragon,Indica,Relaxed, Euphoric, Uplifted, Happy, Dry Mouth, Paranoid, Anxious,,Stress, Insomnia, Depression, Pain,,Grape, Earthy, Sweet,
22562,Grape Crush,Indica,Relaxed, Euphoric, Happy, Uplifted, Creative, Dry Mouth,,,Stress, Pain, Depression, Muscle Spasms, Insomnia,Grape, Sweet, Berry,
182899,Grape Cookies,Hybrid,Relaxed, Happy, Sleepy, Euphoric, Hungry, Dry Mouth, Paranoid, Anxious,Stress, Muscle Spasms, Pain, Insomnia,,Grape, Sweet, Berry,
182,Lavender,Indica,Relaxed, Happy, Euphoric, Sleepy, Uplifted, Dry Mouth, Paranoid,,Stress, Pain, Depression, Insomnia, Nausea,Lavender, Sweet,,
68297,Purple Goo,Hybrid,Relaxed, Euphoric, Happy, Talkative, Hungry, Dry Mouth, Paranoid,,Stress, Pain, Depression,,,Lavender, Pine,,
21738,Mango,Hybrid,Relaxed, Euphoric, Happy, Sleepy, Hungry, Dry Mouth, Paranoid, Anxious,Stress, Pain, Depression, Insomnia, Lack of Appetite,Mango, Sweet,,
59311,Devil Fruit,Hybrid,Relaxed, Happy, Euphoric, Focused, Hungry, Dry Mouth, Anxious, Paranoid,Stress, Depression, Insomnia, Pain,,Pepper, Sweet,,
52,Afgoo,Indica,Relaxed, Sleepy, Happy, Euphoric, Hungry, Dry Mouth, Paranoid, Anxious,Stress, Pain, Insomnia, Lack of Appetite, Muscle Spasms,Pine, Earthy, Citrus,
1889,Aurora Indica,Hybrid,Relaxed, Happy, Sleepy, Euphoric, Uplifted, Dry Mouth, Paranoid,,Stress, Insomnia, Pain, Muscle Spasms, Inflammation,Pine, Skunk,,
14801,Nordle,Hybrid,Relaxed, Happy, Sleepy, Focused, Dry Mouth, Paranoid, Anxious,,Stress, Pain, Depression, Inflammation, Muscle Spasms,Pine,,,
43955,Black Domina,Hybrid,Relaxed, Sleepy, Euphoric, Happy, Uplifted, Dry Mouth, Paranoid,,Stress, Depression, Pain, Insomnia, Lack of Appetite,Pine, Pepper,,
93696,Pineapple Jack,Hybrid,Relaxed, Energetic, Uplifted, Happy, Focused, Dry Mouth, Paranoid,,Stress, Depression, Lack of Appetite,,,Pineapple, Citrus, Sweet,
1333,Super Skunk,Hybrid,Relaxed, Happy, Sleepy, Hungry, Euphoric, Dry Mouth, Paranoid, Anxious,Stress, Pain, Depression, Insomnia, Lack of Appetite,Skunk, Earthy, Sweet,
21726,Hindu Skunk,Hybrid,Relaxed, Happy, Euphoric, Sleepy, Hungry, Dry Mouth, Paranoid,,Stress, Pain, Insomnia, Depression, Nausea,Skunk, Earthy, Sweet,
96660,Strawberry Fields,Hybrid,Relaxed, Euphoric, Happy, Uplifted, Hungry, Dry Mouth, Paranoid,,Stress, Pain, Muscle Spasms, Depression, Insomnia,Strawberry, Berry, Sweet,
96,Querkle,Hybrid,Relaxed, Happy, Euphoric, Sleepy, Uplifted, Dry Mouth, Anxious,,Stress, Pain, Insomnia, Lack of Appetite, Depression,Sweet, Earthy, Berry,
1113,Purple Elephant,Hybrid,Relaxed, Sleepy, Euphoric, Happy, Tingly, Dry Mouth, Paranoid, Anxious,Stress, Pain, Insomnia, Lack of Appetite, Depression,Sweet, Earthy, Grape,
1184,Cream Caramel,Hybrid,Relaxed, Happy, Sleepy, Euphoric, Focused, Dry Mouth, Anxious,,Stress, Insomnia, Depression, Pain,,Sweet, Honey, Earthy,
2626,Papaya,Hybrid,Relaxed, Sleepy, Happy, Uplifted, Hungry, Dry Mouth, Paranoid, Anxious,Stress, Pain, Insomnia, Inflammation,,Sweet,,,
2626,Papaya,Hybrid,Relaxed, Sleepy, Happy, Uplifted, Hungry, Dry Mouth, Paranoid, Anxious,Stress, Pain, Insomnia, Inflammation,,Sweet,,,
5744,Sugar Black Rose,Hybrid,Relaxed, Happy, Euphoric, Uplifted, Sleepy, Dry Mouth, Anxious,,Stress, Insomnia, Muscle Spasms, Lack of Appetite,,Sweet, Rose, Earthy,
5985,Sweet Tooth,Hybrid,Relaxed, Happy, Euphoric, Uplifted, Tingly, Dry Mouth, Paranoid,,Stress, Pain, Insomnia, Depression, Lack of Appetite,Sweet, Berry,,
5990,Purple Afghani,Hybrid,Relaxed, Sleepy, Happy, Euphoric, Uplifted, Dry Mouth, Anxious,,Stress, Pain, Insomnia, Depression,,Sweet, Grape,,
6698,Mr. Nice,Hybrid,Relaxed, Happy, Hungry, Sleepy, Dry Mouth, Anxious,,,Stress, Pain, Depression, Insomnia,,Sweet, Earthy,,
17708,ReCON,Hybrid,Relaxed, Hungry, Sleepy, Happy, Euphoric, Dry Mouth, Anxious, Paranoid,Stress, Insomnia, Nausea, Pain, Lack of Appetite,Sweet,,,
18789,Purple Punch,Hybrid,Relaxed, Happy, Euphoric, Uplifted, Sleepy, Dry Mouth,,,Stress, Depression, Pain, Inflammation, Muscle Spasms,Sweet, Berry, Grape,
38103,Enemy of the State,Indica,Relaxed, Focused, Sleepy, Horny, Euphoric, Anxious, Dry Mouth, Paranoid,Stress, Depression, Insomnia, Lack of Appetite,,Sweet, Berry,,
47637,Quin-N-Tonic,Indica,Relaxed, Happy, Focused, Hungry, Sleepy, Dry Mouth,,,Stress, Pain, Depression, Nausea, Lack of Appetite,Sweet, Blueberry,,
47895,Primus,Hybrid,Relaxed, Happy, Euphoric, Uplifted, Creative, Dry Mouth, Anxious, Paranoid,Stress, Lack of Appetite, Pain, Insomnia, Depression,Sweet, Earthy, Citrus,
54211,Power Kush,Hybrid,Relaxed, Sleepy, Euphoric, Happy, Uplifted, Paranoid, Dry Mouth, Anxious,Stress, Pain, Depression, Muscle Spasms,,Sweet, Skunk, Lime,
59056,Watermelon,Indica,Relaxed, Happy, Euphoric, Sleepy, Hungry, Dry Mouth, Anxious,,Stress, Insomnia, Pain, Depression, Lack of Appetite,Sweet, Berry, Grape,
73155,Green Poison,Hybrid,Relaxed, Happy, Hungry, Euphoric, Sleepy, Dry Mouth, Paranoid,,Stress, Lack of Appetite, Muscle Spasms, Insomnia, Pain,Sweet, Citrus,,
87670,Whitaker Blues,Hybrid,Relaxed, Sleepy, Happy, Uplifted, Euphoric, Dry Mouth,,,Stress, Insomnia, Depression, Pain,,Sweet, Apple,,
89165,Cookies Kush,Indica,Relaxed, Happy, Hungry, Euphoric, Sleepy, Dry Mouth, Paranoid, Anxious,Stress, Lack of Appetite, Insomnia, Depression, Pain,Sweet, Earthy,,
155135,Sirius Black,Indica,Relaxed, Uplifted, Happy, Euphoric, Sleepy, Dry Mouth,,,Stress, Pain, Depression, Muscle Spasms,,Sweet, Grape,,
231077,Terminator OG,Indica,Relaxed, Happy, Sleepy, Creative, Uplifted, Dry Mouth,,,Stress, Insomnia, Pain, Muscle Spasms,,Sweet, Pine, Rose,
2772,Vanilla Kush,Indica,Relaxed, Sleepy, Happy, Euphoric, Uplifted, Dry Mouth, Anxious,,Stress, Pain, Insomnia, Depression, Lack of Appetite,Vanilla, Sweet,,
39015,Future,Hybrid,Relaxed,Euphoric,Uplifted,Sleepy,Happy,,,,,,,,,0,,,
86,G-13,Hybrid,Relaxed,Happy,Euphoric,Uplifted,Hungry,,,,,,,,,Chemical,Sage,Flowery,
7785,Humboldt,Hybrid,Relaxed,Sleepy,Euphoric,Happy,Uplifted,,,,,,,,,Diesel,Flowery,Earthy,
495,Warlock,Hybrid,Relaxed,Hungry,Happy,Euphoric,Uplifted,,,,,,,,,Earthy,Sweet,Woody,
26505,Harle-Tsu,Hybrid,Relaxed,Happy,Uplifted,Focused,Euphoric,,,,,,,,,Earthy,Citrus,Sweet,
203809,A-Dub,Hybrid,Relaxed,Happy,Euphoric,Uplifted,Sleepy,,,,,,,,,Pungent,Skunk,Spicy/Herbal,
19832,Locktite,Hybrid,Relaxed,Happy,Uplifted,Tingly,Euphoric,,,,,,,,,Sweet,Citrus,Earthy,
471,Chemdawg,Hybrid,Relaxed,Happy,Euphoric,Uplifted,Creative,,,,,,,,,,,,
1089,Ogre,Hybrid,Relaxed,Happy,Euphoric,Uplifted,Aroused,,,,,,,,,,,,
1908,Chronic,Hybrid,Relaxed,Happy,Giggly,Euphoric,Energetic,,,,,,,,,,,,
3052,Blackberry,Hybrid,Relaxed,Euphoric,Happy,Uplifted,Sleepy,,,,,,,,,,,,
3586,Cheese,Hybrid,Relaxed,Happy,Euphoric,Uplifted,Hungry,,,,,,,,,,,,
7019,Kalashnikova,Hybrid,Relaxed,Happy,Energetic,Hungry,Sleepy,,,,,,,,,,,,
7457,ACDC,Sativa,Relaxed,Happy,Uplifted,Focused,Euphoric,,,,,,,,,,,,
7515,SnowLAnd,Hybrid,Relaxed,Sleepy,Talkative,Creative,Focused,,,,,,,,,,,,
8966,K2,Hybrid,Relaxed,Happy,Giggly,Hungry,Sleepy,,,,,,,,,,,,
9228,Medusa,Hybrid,Relaxed,Happy,Euphoric,Creative,Uplifted,,,,,,,,,,,,
9894,Canna-Tsu,Hybrid,Relaxed,Happy,Focused,Uplifted,Creative,,,,,,,,,,,,
10527,C4,Hybrid,Relaxed,Happy,Euphoric,Creative,Uplifted,,,,,,,,,,,,
11867,EWOK,Hybrid,Relaxed,Happy,Euphoric,Creative,Uplifted,,,,,,,,,,,,
16594,Bianca,Hybrid,Relaxed,Sleepy,Euphoric,Focused,Creative,,,,,,,,,,,,
25896,OG-18,Indica,Relaxed,Sleepy,Happy,Hungry,Euphoric,,,,,,,,,,,,
36105,Trash,Hybrid,Relaxed,Happy,Uplifted,Euphoric,Focused,,,,,,,,,,,,
46391,Blockhead,Hybrid,Relaxed,Happy,Hungry,Uplifted,Euphoric,,,,,,,,,,,,
49068,Skunkberry,Hybrid,Relaxed,Happy,Euphoric,Uplifted,Creative,,,,,,,,,,,,
54021,Kushage,Hybrid,Relaxed,Happy,Euphoric,Hungry,Tingly,,,,,,,,,,,,
55683,Herojuana,Hybrid,Relaxed,Sleepy,Happy,Hungry,Euphoric,,,,,,,,,,,,
62066,Hurkle,Hybrid,Relaxed,Happy,Hungry,Focused,Sleepy,,,,,,,,,,,,
83581,Gelato,Hybrid,Relaxed,Happy,Euphoric,Uplifted,Creative,,,,,,,,,,,,
92044,Superstar,Hybrid,Relaxed,Focused,Euphoric,Uplifted,Happy,,,,,,,,,,,,
106037,Lucy,Hybrid,Relaxed,Sleepy,Uplifted,Happy,Hungry,,,,,,,,,,,,
134088,ASH,Hybrid,Relaxed,Happy,Uplifted,Euphoric,Sleepy,,,,,,,,,,,,
150992,VCDC,Hybrid,Relaxed,Happy,Euphoric,Focused,Uplifted,,,,,,,,,,,,
25636,Blue Ox,Hybrid,Sleepy, Relaxed, Talkative, Uplifted, Euphoric,,,,Depression, Lack of Appetite, Pain,,,Berry, Blueberry,,
63709,Grimace OG,Hybrid,Sleepy, Euphoric, Relaxed, Horny, Happy, Dry Mouth,,,Depression, Insomnia, Lack of Appetite,,,,,,
11047,White Kush,Hybrid,Sleepy, Relaxed, Hungry, Horny, Happy, Dry Mouth, Paranoid, Anxious,Insomnia, Pain, Stress, Depression, Lack of Appetite,Berry, Sweet,,
14223,Hammerhead,Hybrid,Sleepy, Horny, Tingly, Relaxed, Euphoric, Dry Mouth,,,Insomnia, Pain, Stress, Lack of Appetite,,Berry, Earthy,,
104469,Himalayan Blackberry,Indica,Sleepy, Happy, Tingly, Euphoric, Relaxed, Dry Mouth,,,Insomnia, Stress, Depression, Lack of Appetite,,Berry, Blueberry,,
11111,Goo,Hybrid,Sleepy, Relaxed, Hungry, Euphoric, Happy, Dry Mouth, Paranoid,,Pain, Stress, Insomnia, Lack of Appetite, Muscle Spasms,Berry, Sweet, Blueberry,
950,Shiva Skunk,Hybrid,Sleepy, Relaxed, Happy, Euphoric, Uplifted, Dry Mouth, Paranoid,,Pain, Stress, Insomnia, Lack of Appetite,,Skunk, Sweet, Earthy,
32660,California Hash Plant,Indica,Sleepy, Hungry, Relaxed,,,,,,Stress,,,,,Citrus,,,
1115,The HOG,Hybrid,Sleepy, Euphoric, Relaxed, Happy, Tingly, Dry Mouth, Paranoid, Anxious,Stress, Depression, Insomnia, Nausea,,Earthy, Sweet,,
4334,XXX OG,Indica,Sleepy, Relaxed, Happy, Euphoric, Uplifted, Dry Mouth, Paranoid,,Stress, Pain, Insomnia, Depression, Lack of Appetite,Earthy, Pine,,
176637,Confidential Cheese,Hybrid,Sleepy, Relaxed, Happy, Hungry, Creative, Dry Mouth, Anxious, Paranoid,Stress, Pain, Insomnia,,,Pine, Sweet,,
68452,Vanilluna,Hybrid,Sleepy,Happy,Relaxed,,,,,,,,,,,,,,
121080,Brandywine,Indica,Sleepy, Talkative, Tingly, Uplifted, Euphoric,,,,,,,,,,,,
1018,Maui,Hybrid,Talkative, Energetic, Happy, Uplifted, Euphoric, Dry Mouth, Anxious,,Depression, Stress, Lack of Appetite,,,Citrus, Sweet,,
168294,Tardis,Hybrid,Talkative, Energetic, Happy, Creative, Uplifted, Dry Mouth,,,Depression, Stress, Nausea, Pain,,Sweet, Earthy,,
7824,NightFire OG,Hybrid,Talkative, Energetic, Happy, Euphoric, Creative, Dry Mouth, Anxious,,Stress, Depression,,,,Earthy, Citrus,,
296,Shining Silver Haze,Hybrid,Talkative, Happy, Focused, Uplifted, Energetic,,,,Stress,,,,,,,,
36199,Dinachem,Hybrid,Talkative,Relaxed,Happy,Energetic,Giggly,,,,,,,,,,,,
147701,Tesla Tower,Sativa,Tingly, Uplifted, Relaxed, Creative, Energetic,,,,Depression, Pain, Stress,,,Pepper, Sweet, Berry,
41093,Purple Star,Hybrid,Tingly, Sleepy, Hungry, Relaxed, Uplifted, Dry Mouth, Anxious,,Pain, Insomnia, Depression, Muscle Spasms,,Berry, Citrus, Pine,
3934,Cheeseburger,Hybrid,Tingly,Uplifted,Relaxed,Aroused,Creative,,,,,,,,,,,,
91262,Magnum PI,Sativa,Uplifted, Focused, Energetic, Euphoric, Creative,,,,Depression, Stress,,,,Citrus, Pine,,
226,Durban Poison,Sativa,Uplifted, Happy, Energetic, Focused, Euphoric, Dry Mouth, Paranoid, Anxious,Depression, Stress, Pain, Nausea,,Earthy, Sweet, Pine,
92788,Purple People Eater,Hybrid,Uplifted, Creative, Euphoric, Focused, Relaxed,,,,Depression, Stress,,,,Grape,,,
117882,Lemon Meringue,Hybrid,Uplifted, Happy, Creative, Energetic, Talkative, Anxious,,,Depression, Stress, Pain,,,Lemon, Citrus, Sweet,
218358,Ultra Sour,Hybrid,Uplifted, Energetic, Creative, Happy, Hungry, Dry Mouth, Anxious,,Depression, Lack of Appetite, Stress,,,Lemon, Skunk,,
45871,Lime Skunk,Hybrid,Uplifted, Creative, Relaxed, Happy, Euphoric, Dry Mouth, Anxious,,Depression, Stress, Pain, Muscle Spasms,,Lime, Citrus, Lemon,
22,Space Needle,Sativa,Uplifted, Euphoric, Happy, Hungry, Relaxed, Dry Mouth, Anxious,,Depression, Stress,,,,Pine,,,
2343,Royal Haze,Hybrid,Uplifted, Relaxed, Talkative, Happy, Euphoric, Dry Mouth,,,Depression, Stress, Pain,,,Skunk, Citrus, Earthy,
12641,Tutankhamon,Sativa,Uplifted, Focused, Happy, Energetic, Euphoric, Dry Mouth, Anxious, Paranoid,Depression, Stress, Nausea, Pain, Insomnia,Skunk,,,
103783,Tangie Ghost Train,Sativa,Uplifted, Energetic, Euphoric, Focused, Happy,,,,Depression, Lack of Appetite, Stress,,,Sweet, Citrus,,
116223,Dream Beaver,Hybrid,Uplifted, Talkative, Energetic, Creative, Focused, Dry Mouth, Anxious,,Muscle Spasms, Pain, Seizures,,,Pineapple, Earthy,,
77882,Blue Steel,Hybrid,Uplifted, Creative, Euphoric, Relaxed,,,,,Pain, Stress,,,,Blueberry,,,
6823,Afghooey,Indica,Uplifted, Sleepy, Euphoric, Relaxed, Talkative, Dry Mouth, Paranoid,,Pain, Stress, Insomnia, Depression, Muscle Spasms,Earthy, Sweet,,
7409,Jamaican Lion,Hybrid,Uplifted, Relaxed, Happy, Energetic, Talkative, Dry Mouth, Paranoid,,Pain, Stress, Muscle Spasms, Depression,,Earthy, Lime,,
52517,Green Lantern,Hybrid,Uplifted, Euphoric, Happy, Hungry, Talkative, Dry Mouth, Anxious, Paranoid,Stress, Depression, Pain,,,Citrus, Earthy, Pine,
62919,Sour Haze,Hybrid,Uplifted, Euphoric, Focused, Happy, Energetic, Dry Mouth, Paranoid, Anxious,Stress, Depression, Pain,,,Citrus, Skunk, Sweet,
127113,Outer Space,Hybrid,Uplifted, Energetic, Happy, Creative, Euphoric, Dry Mouth, Anxious, Paranoid,Stress, Pain, Depression, Lack of Appetite,,Citrus, Sweet, Pine,
4556,Moonshine Haze,Sativa,Uplifted, Happy, Euphoric, Talkative, Creative, Dry Mouth, Anxious, Paranoid,Stress, Depression, Muscle Spasms,,,Earthy, Citrus,,
10764,NYPD,Sativa,Uplifted, Relaxed, Happy, Energetic, Euphoric, Anxious, Dry Mouth, Paranoid,Stress, Depression, Pain,,,Earthy,,,
35424,Memory Loss,Hybrid,Uplifted, Happy, Talkative, Focused, Creative, Dry Mouth, Anxious,,Stress, Depression, Pain, Nausea,,Earthy, Sweet,,
40760,White Nightmare,Hybrid,Uplifted, Euphoric, Happy, Creative, Energetic, Dry Mouth, Anxious, Paranoid,Stress, Pain, Depression, Lack of Appetite, Inflammation,Earthy, Sweet, Citrus,
99682,Blue Dot,Sativa,Uplifted, Energetic, Relaxed, Happy, Focused, Dry Mouth, Paranoid, Anxious,Stress, Pain, Depression, Nausea,,Earthy, Berry,,
18903,Purple Champagne,Hybrid,Uplifted, Focused, Creative, Euphoric, Happy, Dry Mouth,,,Stress, Pain, Depression,,,Grape, Earthy,,
21777,Grapefruit Haze,Hybrid,Uplifted, Happy, Euphoric, Relaxed, Talkative, Dry Mouth, Paranoid, Anxious,Stress, Depression, Pain, Muscle Spasms,,Lemon, Citrus,,
130,Vortex,Hybrid,Uplifted, Euphoric, Relaxed, Happy, Energetic, Dry Mouth, Anxious,,Stress, Depression, Pain,,,Mango, Earthy, Lemon,
176052,1024,Hybrid,Uplifted, Relaxed, Energetic, Creative, Dry Mouth, Anxious,,,Stress, Pain, Depression, Inflammation,,Pine,,,
182906,The Cough,Sativa,Uplifted, Focused, Relaxed, Hungry, Euphoric, Dry Mouth, Anxious,,Stress, Pain, Depression, Nausea,,Pine, Citrus,,
56870,Hawaiian Haze,Hybrid,Uplifted, Happy, Talkative, Hungry, Dry Mouth, Paranoid, Anxious,,Stress, Pain, Depression, Nausea, Insomnia,Skunk,,,
21,SleeStack,Hybrid,Uplifted, Euphoric, Creative, Relaxed, Talkative, Anxious, Dry Mouth,,Stress, Depression,,,,Sweet, Pine,,
35413,Afghani Bullrider,Hybrid,Uplifted, Relaxed, Happy, Euphoric, Dry Mouth, Paranoid,,,Stress, Depression, Insomnia, Pain,,Sweet, Pine, Earthy,
42,Qleaner,Hybrid,Uplifted,Energetic,Happy,Euphoric,Creative,,,,,,,,,,,,
8349,Yummy,Hybrid,Uplifted,Relaxed,Happy,Energetic,Euphoric,,,,,,,,,,,,
9751,Jazz,Hybrid,Uplifted,Relaxed,Euphoric,Energetic,Happy,,,,,,,,,,,,
37410,Nebula,Hybrid,Uplifted,Happy,Euphoric,Energetic,Creative,,,,,,,,,,,,
125073,Ambrosia,Hybrid,Uplifted,Euphoric,Relaxed,Creative,Focused,,,,,,,,,,,,
151952,Tesla,Hybrid,Uplifted,Relaxed,Happy,Euphoric,Giggly,,,,,,,,,,,,
1259,Blue OG,Hybrid,,,,,,,,,,,,,,Apricot,Earthy,Spicy/Herbal,
230,Skunk #1,Hybrid,,,,,,,,,,,,,,Berry,Lavender,Earthy,
11770,Gorilla Glue,Hybrid,,,,,,,,,,,,,,Berry,Sweet,Earthy,
22618,Solace,Hybrid,,,,,,,,,,,,,,Berry,Earthy,Sweet,
1112,O.G. Kush,Sativa,,,,,,,,,,,,,,Butter,Citrus,Cheese,
12827,Champagne,Hybrid,,,,,,,,,,,,,,Cheese,Earthy,Pungent,
13531,Super Silver Sour Diesel Haze,Hybrid,,,,,,,,,,,,,,Cheese,Pepper,Tea,
16698,Sin Diesel,Hybrid,,,,,,,,,,,,,,Cheese,Woody,Pungent,
945,New York Diesel,Sativa,,,,,,,,,,,,,,Citrus,Spicy/Herbal,Sweet,
2268,Straight Jacket,Hybrid,,,,,,,,,,,,,,Citrus,Grapefruit,Earthy,
3620,Rosetta Stone,Hybrid,,,,,,,,,,,,,,Citrus,Orange,Sweet,
4320,Super Blue Dream,Hybrid,,,,,,,,,,,,,,Citrus,Orange,Tropical,
5070,Cotton Candy,Hybrid,,,,,,,,,,,,,,Citrus,Tropical,Chemical,
8985,Cannalope Kush,Hybrid,,,,,,,,,,,,,,Citrus,Lime,Lemon,
17000,Blue Train,Hybrid,,,,,,,,,,,,,,Citrus,Earthy,Sweet,
18265,Space Candy,Hybrid,,,,,,,,,,,,,,Citrus,Sweet,Pine,
19057,Tang,Hybrid,,,,,,,,,,,,,,Citrus,Orange,Sweet,
55784,White Strawberry Skunk,Hybrid,,,,,,,,,,,,,,Citrus,Pine,Sweet,
66062,Purple Widow,Hybrid,,,,,,,,,,,,,,Citrus,Lemon,Grapefruit,
160624,Dark Matter,Hybrid,,,,,,,,,,,,,,Citrus,Blueberry,Strawberry,
233186,Pinot Noir,Hybrid,,,,,,,,,,,,,,Citrus,Sweet,Orange,
7474,Orange Creamsicle,Hybrid,,,,,,,,,,,,,,Diesel,Earthy,Pungent,
42509,PowerNap,Hybrid,,,,,,,,,,,,,,Diesel,Citrus,Woody,
47814,Firehouse,Hybrid,,,,,,,,,,,,,,Diesel,Pungent,Earthy,
68629,The One,Hybrid,,,,,,,,,,,,,,Diesel,Earthy,Citrus,
89,Sour Diesel,Hybrid,,,,,,,,,,,,,,Earthy,Sweet,Pungent,
160,Grape Krush,Hybrid,,,,,,,,,,,,,,Earthy,Sweet,Pine,
163,Train Wreck,Hybrid,,,,,,,,,,,,,,Earthy,Berry,Blueberry,
294,OG Kush,Hybrid,,,,,,,,,,,,,,Earthy,Skunk,Flowery,
652,Blue Hawaiian,Hybrid,,,,,,,,,,,,,,Earthy,Woody,Pine,
933,Double Purple,Hybrid,,,,,,,,,,,,,,Earthy,Sweet,Pine,
1192,LA Woman,Hybrid,,,,,,,,,,,,,,Earthy,Berry,Grape,
1855,THC Bomb,Hybrid,,,,,,,,,,,,,,Earthy,Pungent,Sweet,
1959,Burmese,Hybrid,,,,,,,,,,,,,,Earthy,Pungent,Sweet,
2119,Blackberry Trainwreck,Hybrid,,,,,,,,,,,,,,Earthy,Tropical,Flowery,
2280,Cinderella 99,Sativa,,,,,,,,,,,,,,Earthy,Spicy/Herbal,Sweet,
2358,Jack Frost,Hybrid,,,,,,,,,,,,,,Earthy,Citrus,Sweet,
3388,Northern Lights x Blueberry,Hybrid,,,,,,,,,,,,,,Earthy,Pungent,Skunk,
3847,Phantom Cookies,Hybrid,,,,,,,,,,,,,,Earthy,Pungent,Sweet,
4693,Chem Valley Kush,Hybrid,,,,,,,,,,,,,,Earthy,Sweet,Pungent,
5884,Marionberry Kush,Hybrid,,,,,,,,,,,,,,Earthy,Sweet,Woody,
