test_id,test_strain,type,effects_1,effects_2,effects_3,effects_4,effects_5,effects_6,effects_7,effects_8,ailment_1,ailment_2,ailment_3,ailment_4,ailment_5,flavor_1,flavor_2,flavor_3,flavor_4
87369,Strawberry Rhino,Hybrid,,,,,,,,,,,,,,,,,
87751,Ppp,Hybrid,,,,,,,,,,,,,,,,,
87803,Skyscraper Kush,Hybrid,,,,,,,,,,,,,,,,,
87811,Professor Chaos,Hybrid,,,,,,,,,,,,,,,,,
87817,Super Cannalope,Hybrid,,,,,,,,,,,,,,,,,
87833,Alien Bubba Berry,Hybrid,,,,,,,,,,,,,,,,,
88549,Golden Cobra,Hybrid,,,,,,,,,,,,,,,,,
89023,Lavender Trainwreck,Hybrid,,,,,,,,,,,,,,,,,
89107,Epoxy OG,Hybrid,,,,,,,,,,,,,,,,,
89278,Grizzly Kush,Hybrid,,,,,,,,,,,,,,,,,
89289,Sour Power,Hybrid,,,,,,,,,,,,,,,,,
89987,Durban Skunk,Hybrid,,,,,,,,,,,,,,,,,
91309,Blue Ribbon,Hybrid,,,,,,,,,,,,,,,,,
91422,Grand Master Kush,Hybrid,,,,,,,,,,,,,,,,,
92776,Cheeseberry,Hybrid,,,,,,,,,,,,,,,,,
92964,Strawberry Shortcake,Hybrid,,,,,,,,,,,,,,,,,
93684,Tropical OG,Hybrid,,,,,,,,,,,,,,,,,
93925,Chaos Kush,Hybrid,,,,,,,,,,,,,,,,,
94077,Pink Frost,Hybrid,,,,,,,,,,,,,,,,,
94936,Head Cheese,Hybrid,,,,,,,,,,,,,,,,,
95328,Blue Cookieberry Crunch,Hybrid,,,,,,,,,,,,,,,,,
95548,The Church,Hybrid,,,,,,,,,,,,,,,,,
95650,Tangerine Haze,Hybrid,,,,,,,,,,,,,,,,,
96215,Sugar Baby,Hybrid,,,,,,,,,,,,,,,,,
96329,SinMint Cookies,Hybrid,,,,,,,,,,,,,,,,,
96631,Black Cherry Pie,Hybrid,,,,,,,,,,,,,,,,,
96658,Nightmare Cookies,Hybrid,,,,,,,,,,,,,,,,,
97066,Original Haze,Hybrid,,,,,,,,,,,,,,,,,
97542,Malawi Gold,Hybrid,,,,,,,,,,,,,,,,,
98044,Frozen Tangerines,Hybrid,,,,,,,,,,,,,,,,,
98072,Titanic,Hybrid,,,,,,,,,,,,,,,,,
98739,Purple Master,Hybrid,,,,,,,,,,,,,,,,,
99394,Cherry Drop,Hybrid,,,,,,,,,,,,,,,,,
100489,OG Sour,Hybrid,,,,,,,,,,,,,,,,,
100506,Hindu Berry,Hybrid,,,,,,,,,,,,,,,,,
101805,Super Thai,Hybrid,,,,,,,,,,,,,,,,,
102139,Blue Skunk,Hybrid,,,,,,,,,,,,,,,,,
102254,Blackout,Hybrid,,,,,,,,,,,,,,,,,
102532,Galactic Glue,Hybrid,,,,,,,,,,,,,,,,,
102746,Pure Power Plant,Hybrid,,,,,,,,,,,,,,,,,
103045,Cherry Slyder,Hybrid,,,,,,,,,,,,,,,,,
103229,Gorilla Grip,Hybrid,,,,,,,,,,,,,,,,,
103243,Light Saber,Hybrid,,,,,,,,,,,,,,,,,
103299,Alien Blues,Hybrid,,,,,,,,,,,,,,,,,
103678,Rug Burn OG,Hybrid,,,,,,,,,,,,,,,,,
103770,Green Goo,Hybrid,,,,,,,,,,,,,,,,,
103803,OG Cookies,Hybrid,,,,,,,,,,,,,,,,,
104814,Turbo Diesel,Hybrid,,,,,,,,,,,,,,,,,
104997,818 Headband,Hybrid,,,,,,,,,,,,,,,,,
105819,Alien Afterburner OG,Hybrid,,,,,,,,,,,,,,,,,
105902,Bubba Berry,Hybrid,,,,,,,,,,,,,,,,,
106014,Pineapple Dream,Hybrid,,,,,,,,,,,,,,,,,
106443,HellFire OG,Hybrid,,,,,,,,,,,,,,,,,
106676,Early Misty,Hybrid,,,,,,,,,,,,,,,,,
106677,PMS,Hybrid,,,,,,,,,,,,,,,,,
106934,Banana Split,Hybrid,,,,,,,,,,,,,,,,,
106957,Pineapple Cookies,Hybrid,,,,,,,,,,,,,,,,,
107408,Mint Chocolate Chip,Hybrid,,,,,,,,,,,,,,,,,
107910,Big Bomb,Hybrid,,,,,,,,,,,,,,,,,
108059,Phantom,Indica,,,,,,,,,,,,,,,,,
108188,Violet Delight,Hybrid,,,,,,,,,,,,,,,,,
108680,Shangrila,Hybrid,,,,,,,,,,,,,,,,,
109375,91 OG,Hybrid,,,,,,,,,,,,,,,,,
109949,Lady Purple,Hybrid,,,,,,,,,,,,,,,,,
110103,Power Wreck,Hybrid,,,,,,,,,,,,,,,,,
110119,Cold Creek Kush,Hybrid,,,,,,,,,,,,,,,,,
110164,Bubblegum XL,Hybrid,,,,,,,,,,,,,,,,,
110577,Cougar Piss,Hybrid,,,,,,,,,,,,,,,,,
110968,Blue Haze,Hybrid,,,,,,,,,,,,,,,,,
111295,Humble Pie,Hybrid,,,,,,,,,,,,,,,,,
111299,Jersey Mike,Hybrid,,,,,,,,,,,,,,,,,
111312,Taffie,Hybrid,,,,,,,,,,,,,,,,,
111324,Cherry Cream Pie,Hybrid,,,,,,,,,,,,,,,,,
111335,Banana Cream,Hybrid,,,,,,,,,,,,,,,,,
111420,Purple Rain,Hybrid,,,,,,,,,,,,,,,,,
111546,XTC OG,Hybrid,,,,,,,,,,,,,,,,,
112185,Nepalese Jam,Hybrid,,,,,,,,,,,,,,,,,
112637,Power Purps,Hybrid,,,,,,,,,,,,,,,,,
113466,Super Sour Kush,Hybrid,,,,,,,,,,,,,,,,,
113933,Crystal Blue,Hybrid,,,,,,,,,,,,,,,,,
114288,Ms. Universe,Hybrid,,,,,,,,,,,,,,,,,
114439,Atom Splitter,Hybrid,,,,,,,,,,,,,,,,,
115145,Fire Bubba,Hybrid,,,,,,,,,,,,,,,,,
115674,425,Hybrid,,,,,,,,,,,,,,,,,
115808,Crystal Limit,Hybrid,,,,,,,,,,,,,,,,,
115841,Kendawg,Hybrid,,,,,,,,,,,,,,,,,
116234,Sorcerers Apprentice,Hybrid,,,,,,,,,,,,,,,,,
117246,Headway,Hybrid,,,,,,,,,,,,,,,,,
118072,The Cure,Hybrid,,,,,,,,,,,,,,,,,
118587,Sour Pink Grapefruit,Hybrid,,,,,,,,,,,,,,,,,
118942,Mandarin Kush,Hybrid,,,,,,,,,,,,,,,,,
119354,Sour Smurf,Hybrid,,,,,,,,,,,,,,,,,
119797,Cherry Blossom Kush,Hybrid,,,,,,,,,,,,,,,,,
120094,Hitman OG,Hybrid,,,,,,,,,,,,,,,,,
120145,Sugar Cookies,Hybrid,,,,,,,,,,,,,,,,,
120813,Mazar,Hybrid,,,,,,,,,,,,,,,,,
120937,Blueberry Gum,Hybrid,,,,,,,,,,,,,,,,,
121116,Black Cherry Cheesecake,Hybrid,,,,,,,,,,,,,,,,,
122476,Chocolate Skunk,Hybrid,,,,,,,,,,,,,,,,,
123362,Lemon Burst,Hybrid,,,,,,,,,,,,,,,,,
123716,Blue Phantom,Hybrid,,,,,,,,,,,,,,,,,
123823,Purple Headband,Hybrid,,,,,,,,,,,,,,,,,
124466,Suzy Q,Hybrid,,,,,,,,,,,,,,,,,
124467,Soul Assassin OG,Hybrid,,,,,,,,,,,,,,,,,
125168,Tahoe Cookies,Hybrid,,,,,,,,,,,,,,,,,
125276,Gas Chamber,Hybrid,,,,,,,,,,,,,,,,,
125281,Glacier OG,Hybrid,,,,,,,,,,,,,,,,,
126150,Big Devil XL,Hybrid,,,,,,,,,,,,,,,,,
127132,Ruderalis Skunk,Hybrid,,,,,,,,,,,,,,,,,
127843,Intimidator OG,Hybrid,,,,,,,,,,,,,,,,,
127961,Super Glue,Hybrid,,,,,,,,,,,,,,,,,
128250,White Romulan,Hybrid,,,,,,,,,,,,,,,,,
128839,24K Gold,Hybrid,,,,,,,,,,,,,,,,,
129060,Blue Barrel OG,Hybrid,,,,,,,,,,,,,,,,,
129063,Double Aurora Borealis,Hybrid,,,,,,,,,,,,,,,,,
129081,Grease Monkey,Hybrid,,,,,,,,,,,,,,,,,
129687,Flubber,Hybrid,,,,,,,,,,,,,,,,,
129901,Sativa,Hybrid,,,,,,,,,,,,,,,,,
130151,Citrus Smoothie,Hybrid,,,,,,,,,,,,,,,,,
130633,8 Mile,Hybrid,,,,,,,,,,,,,,,,,
130688,Tropical Haze,Hybrid,,,,,,,,,,,,,,,,,
130860,Orange Valley OG,Hybrid,,,,,,,,,,,,,,,,,
130918,Indica,Hybrid,,,,,,,,,,,,,,,,,
131351,Alice,Hybrid,,,,,,,,,,,,,,,,,
131866,Game Changer,Hybrid,,,,,,,,,,,,,,,,,
132327,Queen of Hearts,Hybrid,,,,,,,,,,,,,,,,,
132350,Cheshire Kush,Hybrid,,,,,,,,,,,,,,,,,
132507,Blackberry Cookies,Hybrid,,,,,,,,,,,,,,,,,
132619,Blackberry Soda,Hybrid,,,,,,,,,,,,,,,,,
132684,CBDGOG,Hybrid,,,,,,,,,,,,,,,,,
133158,Blackjack,Hybrid,,,,,,,,,,,,,,,,,
134097,Critical Haze,Hybrid,,,,,,,,,,,,,,,,,
134843,Crazy Glue,Hybrid,,,,,,,,,,,,,,,,,
135451,Purple Frost,Hybrid,,,,,,,,,,,,,,,,,
135732,DP,Hybrid,,,,,,,,,,,,,,,,,
136054,Thai Lights,Hybrid,,,,,,,,,,,,,,,,,
136585,Queen,Hybrid,,,,,,,,,,,,,,,,,
136672,Florida Lemons,Hybrid,,,,,,,,,,,,,,,,,
137043,Candy Chem,Hybrid,,,,,,,,,,,,,,,,,
137248,Skunky Diesel,Hybrid,,,,,,,,,,,,,,,,,
137829,Psycho Crack,Hybrid,,,,,,,,,,,,,,,,,
138056,Canna Sutra,Hybrid,,,,,,,,,,,,,,,,,
138611,Buddha's Sister,Hybrid,,,,,,,,,,,,,,,,,
139030,Mountain Mist,Hybrid,,,,,,,,,,,,,,,,,
140110,Harlox,Hybrid,,,,,,,,,,,,,,,,,
140466,Stardust,Hybrid,,,,,,,,,,,,,,,,,
141191,Humboldt Snow,Hybrid,,,,,,,,,,,,,,,,,
141407,Peyote Purple,Hybrid,,,,,,,,,,,,,,,,,
141453,Alion,Hybrid,,,,,,,,,,,,,,,,,
141465,Captain Cook,Hybrid,,,,,,,,,,,,,,,,,
141600,Blue Flame,Hybrid,,,,,,,,,,,,,,,,,
142477,Pink Lotus,Hybrid,,,,,,,,,,,,,,,,,
142951,Lasqueti Haze,Hybrid,,,,,,,,,,,,,,,,,
142976,Maui OG,Hybrid,,,,,,,,,,,,,,,,,
143102,Lemon Alien,Hybrid,,,,,,,,,,,,,,,,,
143572,Orange Velvet,Hybrid,,,,,,,,,,,,,,,,,
143925,Shark Bite,Hybrid,,,,,,,,,,,,,,,,,
145434,420,Hybrid,,,,,,,,,,,,,,,,,
146416,OG Purple Kush,Hybrid,,,,,,,,,,,,,,,,,
146811,Candy,Hybrid,,,,,,,,,,,,,,,,,
146831,Frost Berry,Hybrid,,,,,,,,,,,,,,,,,
146916,Chocolate Haze,Hybrid,,,,,,,,,,,,,,,,,
146959,Purple Tahoe Alien,Hybrid,,,,,,,,,,,,,,,,,
147066,Super Cookies,Hybrid,,,,,,,,,,,,,,,,,
148399,Wreck,Hybrid,,,,,,,,,,,,,,,,,
148578,Purple Maui,Hybrid,,,,,,,,,,,,,,,,,
149013,Cinderella 99 BX-1,Hybrid,,,,,,,,,,,,,,,,,
150007,Fantasmo Express,Hybrid,,,,,,,,,,,,,,,,,
150993,True Power OG,Hybrid,,,,,,,,,,,,,,,,,
151141,24 Carat,Hybrid,,,,,,,,,,,,,,,,,
151506,Hula Girl,Hybrid,,,,,,,,,,,,,,,,,
151755,Kalifornia,Hybrid,,,,,,,,,,,,,,,,,
151785,Jack Dawg,Hybrid,,,,,,,,,,,,,,,,,
152192,Double Cheese,Hybrid,,,,,,,,,,,,,,,,,
152679,Daybreaker,Hybrid,,,,,,,,,,,,,,,,,
153246,Oregon Noble,Hybrid,,,,,,,,,,,,,,,,,
153380,Sour Hound,Hybrid,,,,,,,,,,,,,,,,,
153383,Tyrone Special,Hybrid,,,,,,,,,,,,,,,,,
154079,Tsi Fly,Hybrid,,,,,,,,,,,,,,,,,
154096,Al Capone,Hybrid,,,,,,,,,,,,,,,,,
154245,Deep Blue,Hybrid,,,,,,,,,,,,,,,,,
154484,Killer Grape,Hybrid,,,,,,,,,,,,,,,,,
154567,Raspberry Diesel,Hybrid,,,,,,,,,,,,,,,,,
154850,Power Diesel,Hybrid,,,,,,,,,,,,,,,,,
155599,707 Truthband,Hybrid,,,,,,,,,,,,,,,,,
156797,Original OG,Hybrid,,,,,,,,,,,,,,,,,
156980,Mendocino Madness,Hybrid,,,,,,,,,,,,,,,,,
157193,Simple Jack,Hybrid,,,,,,,,,,,,,,,,,
157593,Truffle Shuffle,Hybrid,,,,,,,,,,,,,,,,,
157785,Hot Rod,Hybrid,,,,,,,,,,,,,,,,,
158034,Black Moon,Hybrid,,,,,,,,,,,,,,,,,
158225,Heavenly,Hybrid,,,,,,,,,,,,,,,,,
158648,Painkiller XL,Hybrid,,,,,,,,,,,,,,,,,
159903,Cheddar,Hybrid,,,,,,,,,,,,,,,,,
160400,Grape Gazoo,Hybrid,,,,,,,,,,,,,,,,,
160505,Toof Decay,Hybrid,,,,,,,,,,,,,,,,,
161206,Candy Diesel,Hybrid,,,,,,,,,,,,,,,,,
161509,Jack Straw,Hybrid,,,,,,,,,,,,,,,,,
161821,Cookie Dough,Hybrid,,,,,,,,,,,,,,,,,
162167,Shiva,Hybrid,,,,,,,,,,,,,,,,,
162228,The Third Dimension,Hybrid,,,,,,,,,,,,,,,,,
162357,LemonAde,Hybrid,,,,,,,,,,,,,,,,,
162686,CBD Therapy,Hybrid,,,,,,,,,,,,,,,,,
162990,Kens Kush,Hybrid,,,,,,,,,,,,,,,,,
164115,Cheese Bomb,Hybrid,,,,,,,,,,,,,,,,,
165130,Grizzly,Hybrid,,,,,,,,,,,,,,,,,
165804,Blue Lime Pie,Hybrid,,,,,,,,,,,,,,,,,
165904,Rock Bud,Hybrid,,,,,,,,,,,,,,,,,
166067,BC Hash Plant,Hybrid,,,,,,,,,,,,,,,,,
166069,BC Mango,Hybrid,,,,,,,,,,,,,,,,,
166480,Starburst,Hybrid,,,,,,,,,,,,,,,,,
166673,Mystique,Hybrid,,,,,,,,,,,,,,,,,
168053,Gorilla Cookies,Hybrid,,,,,,,,,,,,,,,,,
168197,Narkosis,Hybrid,,,,,,,,,,,,,,,,,
168292,Sky Walker,Hybrid,,,,,,,,,,,,,,,,,
169343,Purple Snow,Hybrid,,,,,,,,,,,,,,,,,
170250,Dank Commander,Hybrid,,,,,,,,,,,,,,,,,
170543,Banana Peel,Hybrid,,,,,,,,,,,,,,,,,
171025,Stupor Glue,Hybrid,,,,,,,,,,,,,,,,,
172057,CBD Shark Shock,Hybrid,,,,,,,,,,,,,,,,,
172785,Adonis,Hybrid,,,,,,,,,,,,,,,,,
172851,Grape Lemonade,Hybrid,,,,,,,,,,,,,,,,,
172953,Snake Venom,Hybrid,,,,,,,,,,,,,,,,,
173030,Pootie Tang,Hybrid,,,,,,,,,,,,,,,,,
173032,Valley Girl,Hybrid,,,,,,,,,,,,,,,,,
173573,Double Alien 18,Hybrid,,,,,,,,,,,,,,,,,
174174,Da Purps,Hybrid,,,,,,,,,,,,,,,,,
174710,Tres Sister,Hybrid,,,,,,,,,,,,,,,,,
174748,Holy Crush,Hybrid,,,,,,,,,,,,,,,,,
175207,Circus Peanut,Hybrid,,,,,,,,,,,,,,,,,
175897,Alien Grenades,Hybrid,,,,,,,,,,,,,,,,,
176117,El Fuego,Hybrid,,,,,,,,,,,,,,,,,
176181,Star Child,Hybrid,,,,,,,,,,,,,,,,,
176422,Cookie Stomper,Hybrid,,,,,,,,,,,,,,,,,
177077,Sour Grape Diesel,Hybrid,,,,,,,,,,,,,,,,,
177471,Sour Widow,Hybrid,,,,,,,,,,,,,,,,,
178269,Diesel Dawg,Hybrid,,,,,,,,,,,,,,,,,
178340,High Voltage,Hybrid,,,,,,,,,,,,,,,,,
178592,Blue Thunder,Hybrid,,,,,,,,,,,,,,,,,
178592,Blue Thunder,Hybrid,,,,,,,,,,,,,,,,,
178776,Grape Puff,Hybrid,,,,,,,,,,,,,,,,,
179089,Blueberry Hashplant,Hybrid,,,,,,,,,,,,,,,,,
179090,Chocolate Trip,Hybrid,,,,,,,,,,,,,,,,,
179093,Granola Funk,Hybrid,,,,,,,,,,,,,,,,,
179533,White Wreck,Hybrid,,,,,,,,,,,,,,,,,
179701,Early Durban,Hybrid,,,,,,,,,,,,,,,,,
179703,Head Trip,Hybrid,,,,,,,,,,,,,,,,,
180045,Skunk Berry,Hybrid,,,,,,,,,,,,,,,,,
180252,Sugar Candy,Hybrid,,,,,,,,,,,,,,,,,
180812,Peaches & Cream,Hybrid,,,,,,,,,,,,,,,,,
180845,Platinum Alien OG,Hybrid,,,,,,,,,,,,,,,,,
181039,Lemon Crippler,Hybrid,,,,,,,,,,,,,,,,,
181040,Golden Lemons,Hybrid,,,,,,,,,,,,,,,,,
181546,Double Tangie Banana,Hybrid,,,,,,,,,,,,,,,,,
182949,Blackberry Cheese,Hybrid,,,,,,,,,,,,,,,,,
183727,Critters Cookies,Hybrid,,,,,,,,,,,,,,,,,
183746,Alien Orange Gum,Hybrid,,,,,,,,,,,,,,,,,
183835,Alien Orange Cookies,Hybrid,,,,,,,,,,,,,,,,,
184243,501st OG,Hybrid,,,,,,,,,,,,,,,,,
184711,Red Rocket,Hybrid,,,,,,,,,,,,,,,,,
185236,Athena Kush,Hybrid,,,,,,,,,,,,,,,,,
185403,Banana Cream Pie,Hybrid,,,,,,,,,,,,,,,,,
186453,RudeBoi OG,Hybrid,,,,,,,,,,,,,,,,,
186484,Deep Cheese,Hybrid,,,,,,,,,,,,,,,,,
186722,Snozzwanger,Hybrid,,,,,,,,,,,,,,,,,
187632,Blackberry Spacewreck,Hybrid,,,,,,,,,,,,,,,,,
187692,Citrus Sap,Hybrid,,,,,,,,,,,,,,,,,
187867,Tres Dawg,Hybrid,,,,,,,,,,,,,,,,,
188109,Salmonberry,Hybrid,,,,,,,,,,,,,,,,,
189893,Princess Leia,Hybrid,,,,,,,,,,,,,,,,,
189901,Star Fire,Hybrid,,,,,,,,,,,,,,,,,
189934,Mothertongue,Hybrid,,,,,,,,,,,,,,,,,
190392,Biscotti,Hybrid,,,,,,,,,,,,,,,,,
190758,Mendo Diesel,Hybrid,,,,,,,,,,,,,,,,,
190782,Honeysuckle,Hybrid,,,,,,,,,,,,,,,,,
190858,Lemon Zinger,Hybrid,,,,,,,,,,,,,,,,,
191043,Synergy,Hybrid,,,,,,,,,,,,,,,,,
191063,True Blue,Hybrid,,,,,,,,,,,,,,,,,
192323,Jah Goo,Hybrid,,,,,,,,,,,,,,,,,
193096,Gilz Nilz,Hybrid,,,,,,,,,,,,,,,,,
193133,Gorilla Diesel,Hybrid,,,,,,,,,,,,,,,,,
194147,Do Si Dos,Hybrid,,,,,,,,,,,,,,,,,
194245,Royal Flush,Hybrid,,,,,,,,,,,,,,,,,
194936,Strawberry Pie,Hybrid,,,,,,,,,,,,,,,,,
195542,Blue Maui,Sativa,,,,,,,,,,,,,,,,,
195650,Apple Kush,Hybrid,,,,,,,,,,,,,,,,,
196237,Jack Widow,Hybrid,,,,,,,,,,,,,,,,,
196865,Woody,Hybrid,,,,,,,,,,,,,,,,,
197511,Swamp Thing,Hybrid,,,,,,,,,,,,,,,,,
197993,White Gorilla,Hybrid,,,,,,,,,,,,,,,,,
198771,LA Cookies,Hybrid,,,,,,,,,,,,,,,,,
198853,Mango Sapphire,Hybrid,,,,,,,,,,,,,,,,,
199746,Kosher Dawg,Hybrid,,,,,,,,,,,,,,,,,
199753,Lake of Fire,Indica,,,,,,,,,,,,,,,,,
199754,Predator Pink,Hybrid,,,,,,,,,,,,,,,,,
199809,First 48,Hybrid,,,,,,,,,,,,,,,,,
199810,Love Triangle,Hybrid,,,,,,,,,,,,,,,,,
200035,Arctic Sun,Hybrid,,,,,,,,,,,,,,,,,
200157,Green Gorilla,Hybrid,,,,,,,,,,,,,,,,,
200158,Grape Diesel,Hybrid,,,,,,,,,,,,,,,,,
200292,Blackwater OG,Hybrid,,,,,,,,,,,,,,,,,
200391,Strawberry Fire,Hybrid,,,,,,,,,,,,,,,,,
200460,Mindscape,Hybrid,,,,,,,,,,,,,,,,,
200487,Serious Happiness,Hybrid,,,,,,,,,,,,,,,,,
200919,Schrom x Memory Loss,Hybrid,,,,,,,,,,,,,,,,,
201563,Wild Berry,Hybrid,,,,,,,,,,,,,,,,,
201868,Citrus,Hybrid,,,,,,,,,,,,,,,,,
202518,Cheddarwurst,Hybrid,,,,,,,,,,,,,,,,,
202684,Mango Tango,Hybrid,,,,,,,,,,,,,,,,,
202892,Dogwalker OG,Hybrid,,,,,,,,,,,,,,,,,
203144,White Shark,Hybrid,,,,,,,,,,,,,,,,,
203158,Lemon Joy,Hybrid,,,,,,,,,,,,,,,,,
203159,Pink Lady,Hybrid,,,,,,,,,,,,,,,,,
203511,Apocalypto,Hybrid,,,,,,,,,,,,,,,,,
203529,Summer Breeze,Hybrid,,,,,,,,,,,,,,,,,
203569,Cluster Bomb,Hybrid,,,,,,,,,,,,,,,,,
203595,Rhino,Hybrid,,,,,,,,,,,,,,,,,
203793,Animism,Hybrid,,,,,,,,,,,,,,,,,
204086,Metal Haze,Hybrid,,,,,,,,,,,,,,,,,
204844,Underdawg OG,Hybrid,,,,,,,,,,,,,,,,,
205214,Grape Smuggler,Hybrid,,,,,,,,,,,,,,,,,
205657,Blue Petrol,Hybrid,,,,,,,,,,,,,,,,,
205683,Alpha OG,Hybrid,,,,,,,,,,,,,,,,,
206448,Sweet Leaf,Hybrid,,,,,,,,,,,,,,,,,
207215,Flying Hammer,Hybrid,,,,,,,,,,,,,,,,,
207525,Orange OG,Hybrid,,,,,,,,,,,,,,,,,
208406,Sour Headband,Hybrid,,,,,,,,,,,,,,,,,
208537,Lemon Fire OG,Hybrid,,,,,,,,,,,,,,,,,
208900,Strawberry Soda,Hybrid,,,,,,,,,,,,,,,,,
209116,Sour Cheese,Hybrid,,,,,,,,,,,,,,,,,
209903,Sweet Treat,Hybrid,,,,,,,,,,,,,,,,,
210450,Strawberry Snow Cone,Hybrid,,,,,,,,,,,,,,,,,
211651,Alien Cake,Hybrid,,,,,,,,,,,,,,,,,
211838,Hazy Train,Hybrid,,,,,,,,,,,,,,,,,
211935,Strawberry Milkshake,Hybrid,,,,,,,,,,,,,,,,,
211944,Diesel Berry,Hybrid,,,,,,,,,,,,,,,,,
212545,Purple StarDawg,Hybrid,,,,,,,,,,,,,,,,,
212866,Orange Dot,Hybrid,,,,,,,,,,,,,,,,,
213193,Orange Juice,Hybrid,,,,,,,,,,,,,,,,,
213356,Strawberry Scout Cookies,Hybrid,,,,,,,,,,,,,,,,,
213702,Tahoe,Hybrid,,,,,,,,,,,,,,,,,
214208,Frosted Cherry Cookies,Hybrid,,,,,,,,,,,,,,,,,
214211,Frosted Strawberries,Hybrid,,,,,,,,,,,,,,,,,
215191,Nitro Cookies,Hybrid,,,,,,,,,,,,,,,,,
215894,Baylien,Hybrid,,,,,,,,,,,,,,,,,
216338,Kiwi,Hybrid,,,,,,,,,,,,,,,,,
216435,Purple AK-47,Hybrid,,,,,,,,,,,,,,,,,
216529,Canatonic,Indica,,,,,,,,,,,,,,,,,
216644,Extreme Orange,Hybrid,,,,,,,,,,,,,,,,,
216647,Original Loud,Hybrid,,,,,,,,,,,,,,,,,
217143,Stink Bomb,Hybrid,,,,,,,,,,,,,,,,,
217307,Hawaii x Maui Waui,Hybrid,,,,,,,,,,,,,,,,,
217685,Maverick,Hybrid,,,,,,,,,,,,,,,,,
218081,Red Eye Jedi,Hybrid,,,,,,,,,,,,,,,,,
218305,Pineapple Diesel,Hybrid,,,,,,,,,,,,,,,,,
218373,Royal Scout,Hybrid,,,,,,,,,,,,,,,,,
219431,Sour Banana Sherbet,Hybrid,,,,,,,,,,,,,,,,,
219616,Cherry Skunk,Hybrid,,,,,,,,,,,,,,,,,
219892,Purple Caper,Hybrid,,,,,,,,,,,,,,,,,
220262,Private Reserve,Indica,,,,,,,,,,,,,,,,,
220712,Mimosa,Hybrid,,,,,,,,,,,,,,,,,
220892,Gas Leak,Hybrid,,,,,,,,,,,,,,,,,
222784,South Fork Kush,Hybrid,,,,,,,,,,,,,,,,,
222795,Mexican Gold,Hybrid,,,,,,,,,,,,,,,,,
223010,Fruity Pebbles OG,Hybrid,,,,,,,,,,,,,,,,,
223340,Lemon Lime,Hybrid,,,,,,,,,,,,,,,,,
224088,Strawberry Banana Sherbert,Hybrid,,,,,,,,,,,,,,,,,
224156,Banangie,Hybrid,,,,,,,,,,,,,,,,,
224221,Space Ape,Hybrid,,,,,,,,,,,,,,,,,
225821,Blackberry Sherbert,Hybrid,,,,,,,,,,,,,,,,,
226065,Orange Peel,Hybrid,,,,,,,,,,,,,,,,,
226711,Glueberry,Hybrid,,,,,,,,,,,,,,,,,
227074,Strawberry OG,Hybrid,,,,,,,,,,,,,,,,,
231386,The Void,Hybrid,,,,,,,,,,,,,,,,,
231811,Lemon Remedy,Hybrid,,,,,,,,,,,,,,,,,
233147,Pipe Dream,Hybrid,,,,,,,,,,,,,,,,,
233702,Oregon Huckleberry,Hybrid,,,,,,,,,,,,,,,,,
