id,status,sort,name,test_id,slug,image,description,type,crosses,breeder,effects,ailment,flavor,location,terpenes,thc,thca,thcv,cbd,cbda,cbdv,cbn,cbg,cbgm,cbgv,cbc,cbcv,cbv,cbe,cbt,cbl,effects_1,effects_2,effects_3,effects_4,effects_5,effects_6,effects_7,effects_8,ailment_1,ailment_2,ailment_3,ailment_4,ailment_5,flavor_1,flavor_2,flavor_3,flavor_4
1423,2,0,Alice in Wonderland,206,NULL,NULL,NULL,Hybrid,NULL,Unknown Breeder,"Relaxed, Happy, Uplifted, Focused, Creative, Dry Mouth, Anxious","Lack of Appetite, Stress, Depression, Muscle Spasms","Pine, Earthy, Sweet",NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Relaxed, Happy, Uplifted, Focused, Creative, Dry Mouth, Anxious,,Lack of Appetite, Stress, Depression, Muscle Spasms,,Pine, Earthy, Sweet,
385,1,0,Strawberry Cough,208,NULL,NULL,NULL,Hybrid,174,Unknown Breeder,"Happy, Euphoric, Uplifted, Energetic, Relaxed, Dry Mouth, Anxious, Paranoid","Stress, Depression, Pain, Lack of Appetite","Strawberry, Sweet, Berry","Lake Forest, CA",NULL,1700,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Happy, Euphoric, Uplifted, Energetic, Relaxed, Dry Mouth, Anxious, Paranoid,Stress, Depression, Pain, Lack of Appetite,,Strawberry, Sweet, Berry,
1850,2,0,Dynamite,214,NULL,NULL,NULL,Hybrid,NULL,Next Generation Seeds,"Euphoric, Tingly, Talkative, Creative, Horny, Dry Mouth, Anxious","Stress, Pain, Inflammation, Depression","Earthy, Citrus",NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Euphoric, Tingly, Talkative, Creative, Horny, Dry Mouth, Anxious,,Stress, Pain, Inflammation, Depression,,Earthy, Citrus,,
174,1,0,Headband,216,NULL,NULL,NULL,Hybrid,0,Unknown Breeder,"Happy,Relaxed,Uplifted,Euphoric,Creative",,#N/A,"Richmond, CA",NULL,1900,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Happy,Relaxed,Uplifted,Euphoric,Creative,,,,,,,,,#N/A,,,
120,1,0,Durban Poison,226,NULL,NULL,NULL,Sativa,0,Nirvana,"Uplifted, Happy, Energetic, Focused, Euphoric, Dry Mouth, Paranoid, Anxious","Depression, Stress, Pain, Nausea","Earthy, Sweet, Pine",NULL,NULL,127,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Uplifted, Happy, Energetic, Focused, Euphoric, Dry Mouth, Paranoid, Anxious,Depression, Stress, Pain, Nausea,,Earthy, Sweet, Pine,
368,1,0,Skunk #1,230,NULL,NULL,NULL,Hybrid,10,Sensi Seeds,#N/A,,"Berry,Lavender,Earthy",NULL,NULL,127,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,#N/A,,,,,,,,,,,,,Berry,Lavender,Earthy,
2851,2,0,Candy Skunk,234,NULL,NULL,NULL,Hybrid,NULL,THC Development Seed Company,#N/A,,"Tropical,Sweet,Tree,Fruit",NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,Tropical,Sweet,Tree,Fruit
514,1,0,Blue God,243,NULL,NULL,NULL,Hybrid,"66, 139",Jordan of the Islands,"Relaxed, Sleepy, Euphoric, Hungry, Happy, Dry Mouth, Paranoid","Pain, Insomnia, Stress, Depression, Lack of Appetite","Berry, Blueberry, Sweet",NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Relaxed, Sleepy, Euphoric, Hungry, Happy, Dry Mouth, Paranoid,,Pain, Insomnia, Stress, Depression, Lack of Appetite,Berry, Blueberry, Sweet,
384,1,0,Space Queen,244,NULL,NULL,NULL,Hybrid,0,TGA Seeds,#N/A,,"Tropical,Sweet,Tree,Fruit","Lake Forest, CA",NULL,1200,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,#N/A,,,,,,,,,,,,,Tropical,Sweet,Tree,Fruit
2001,2,0,Night Train,274,NULL,NULL,NULL,Hybrid,NULL,Unknown Breeder,"Relaxed, Sleepy, Tingly, Euphoric, Uplifted","Insomnia, Pain, Stress, Lack of Appetite",Pepper,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Relaxed, Sleepy, Tingly, Euphoric, Uplifted,,,,Insomnia, Pain, Stress, Lack of Appetite,,Pepper,,,
49,1,0,Blackberry Kush,276,NULL,NULL,NULL,Hybrid,0,Unknown Breeder,"Relaxed, Sleepy, Happy, Euphoric, Hungry, Dry Mouth, Paranoid, Anxious","Stress, Pain, Insomnia, Depression, Nausea","Berry, Sweet, Earthy",", CA",NULL,1300,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Relaxed, Sleepy, Happy, Euphoric, Hungry, Dry Mouth, Paranoid, Anxious,Stress, Pain, Insomnia, Depression, Nausea,Berry, Sweet, Earthy,
38,1,0,Big Bud,285,NULL,NULL,NULL,Hybrid,267,Seed Bank,"Relaxed, Sleepy, Hungry, Happy, Euphoric, Dry Mouth, Paranoid","Stress, Pain, Insomnia, Depression, Muscle Spasms",Earthy,NULL,NULL,127,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Relaxed, Sleepy, Hungry, Happy, Euphoric, Dry Mouth, Paranoid,,Stress, Pain, Insomnia, Depression, Muscle Spasms,Earthy,,,
53,1,0,Blue Cheese,286,NULL,NULL,NULL,Hybrid,"40, 66",Big Buddha Seeds,"Relaxed, Happy, Euphoric, Sleepy, Uplifted, Dry Mouth, Anxious","Stress, Insomnia, Pain, Depression",Blueberry,NULL,NULL,127,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Relaxed, Happy, Euphoric, Sleepy, Uplifted, Dry Mouth, Anxious,,Stress, Insomnia, Pain, Depression,,Blueberry,,,
4595,2,0,Cripit,290,NULL,NULL,NULL,Hybrid,NULL,Stoney Girl Gardens,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
270,1,0,OG Kush,294,NULL,NULL,NULL,Hybrid,0,Unknown Breeder,#N/A,,"Earthy,Skunk,Flowery","Los Angeles, CA",NULL,1700,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,#N/A,,,,,,,,,,,,,Earthy,Skunk,Flowery,
4594,2,0,Purpit,295,NULL,NULL,NULL,Hybrid,NULL,Stoney Girl Gardens,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
1614,2,0,Shining Silver Haze,296,NULL,NULL,NULL,Hybrid,NULL,Royal Queen,"Talkative, Happy, Focused, Uplifted, Energetic",Stress,,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Talkative, Happy, Focused, Uplifted, Energetic,,,,Stress,,,,,,,,
5770,2,0,Sour Blueberry,298,NULL,NULL,NULL,Hybrid,NULL,Humboldt Seed Organisation,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
5530,2,0,Venom,302,NULL,NULL,NULL,Hybrid,NULL,Leprechaun Seed Co.,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
351,1,0,Sage,308,NULL,NULL,NULL,Hybrid,0,,"Happy,Euphoric,Relaxed,Uplifted,Energetic",,#N/A,NULL,NULL,127,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Happy,Euphoric,Relaxed,Uplifted,Energetic,,,,,,,,,#N/A,,,
2054,2,0,Purple Jolly Rancher,317,NULL,NULL,NULL,Hybrid,NULL,Unknown Breeder,"Relaxed, Euphoric, Sleepy, Happy, Uplifted, Dry Mouth, Anxious","Insomnia, Pain, Nausea, Depression",Citrus,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Relaxed, Euphoric, Sleepy, Happy, Uplifted, Dry Mouth, Anxious,,Insomnia, Pain, Nausea, Depression,,Citrus,,,
1325,2,0,Tahoe OG Kush,344,NULL,NULL,NULL,Hybrid,NULL,The Cali Connection,#N/A,,#N/A,"Richmond, CA",NULL,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
1040,2,0,Head Band,345,NULL,NULL,NULL,Hybrid,NULL,Litt,#N/A,,#N/A,"North Hollywood, CA",NULL,2100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
1460,2,0,Chocolate Thai,347,NULL,NULL,NULL,Hybrid,NULL,DJ Short,"Relaxed, Uplifted, Happy, Focused, Sleepy, Dry Mouth, Paranoid, Anxious","Stress, Depression, Pain, Insomnia, Nausea","Earthy, Coffee",NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Relaxed, Uplifted, Happy, Focused, Sleepy, Dry Mouth, Paranoid, Anxious,Stress, Depression, Pain, Insomnia, Nausea,Earthy, Coffee,,
131,1,0,Fire OG,351,NULL,NULL,NULL,Hybrid,0,Dark Heart Nursery,#N/A,,#N/A,", CA",NULL,2000,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,#N/A,,,,,,,,,,,,,#N/A,,,
2007,2,0,Obama Kush,352,NULL,NULL,NULL,Hybrid,NULL,Unknown Breeder,"Relaxed, Uplifted, Euphoric, Happy, Focused, Dry Mouth, Paranoid, Anxious","Pain, Stress, Depression, Nausea, Muscle Spasms","Earthy, Sweet",NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Relaxed, Uplifted, Euphoric, Happy, Focused, Dry Mouth, Paranoid, Anxious,Pain, Stress, Depression, Nausea, Muscle Spasms,Earthy, Sweet,,
7183,2,0,Pit Bull,356,NULL,NULL,NULL,Hybrid,NULL,Stoney Girl Gardens,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
1307,2,0,Platinum GSC,357,NULL,NULL,NULL,Hybrid,NULL,Holistic Healing Collective,#N/A,,#N/A,"Richmond, CA",NULL,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
322,1,0,Purple Kush,358,NULL,NULL,NULL,Hybrid,0,Unknown Breeder,"Relaxed, Sleepy, Happy, Euphoric, Hungry, Dry Mouth, Paranoid","Stress, Pain, Insomnia, Depression, Muscle Spasms","Earthy, Berry, Grape",NULL,NULL,127,NULL,NULL,5,NULL,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Relaxed, Sleepy, Happy, Euphoric, Hungry, Dry Mouth, Paranoid,,Stress, Pain, Insomnia, Depression, Muscle Spasms,Earthy, Berry, Grape,
205,1,0,Kandy Kush,359,NULL,NULL,NULL,Hybrid,0,Reserva Privada,#N/A,,#N/A,NULL,NULL,127,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,#N/A,,,,,,,,,,,,,#N/A,,,
1610,2,0,Schrom,360,NULL,NULL,NULL,Hybrid,NULL,Unknown Breeder,"Happy, Relaxed, Uplifted, Energetic, Creative, Dry Mouth","Stress, Depression, Lack of Appetite, Muscle Spasms","Lemon, Citrus, Pine",NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Happy, Relaxed, Uplifted, Energetic, Creative, Dry Mouth,,,Stress, Depression, Lack of Appetite, Muscle Spasms,,Lemon, Citrus, Pine,
8328,2,0,White Elephant,376,NULL,NULL,NULL,Hybrid,NULL,Unknown Breeder,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
7263,2,0,Jack Haze,421,NULL,NULL,NULL,Hybrid,NULL,Unknown Breeder,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
6861,2,0,LA Cheese,422,NULL,NULL,NULL,Hybrid,NULL,Big Buddha Seeds,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
92,1,0,Chemdawg,471,NULL,NULL,NULL,Hybrid,0,Bud Rx Delivery,"Relaxed,Happy,Euphoric,Uplifted,Creative",,#N/A,"Los Angeles, CA",NULL,1700,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Relaxed,Happy,Euphoric,Uplifted,Creative,,,,,,,,,#N/A,,,
2152,2,0,UW,474,NULL,NULL,NULL,Indica,NULL,NULL,"Relaxed, Sleepy, Hungry, Happy, Euphoric, Dry Mouth, Paranoid, Anxious","Insomnia, Stress, Pain, Lack of Appetite, Depression","Earthy, Berry",NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Relaxed, Sleepy, Hungry, Happy, Euphoric, Dry Mouth, Paranoid, Anxious,Insomnia, Stress, Pain, Lack of Appetite, Depression,Earthy, Berry,,
428,1,0,Warlock,495,NULL,NULL,NULL,Hybrid,0,Magus Genetics,"Relaxed,Hungry,Happy,Euphoric,Uplifted",,"Earthy,Sweet,Woody",NULL,NULL,127,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Relaxed,Hungry,Happy,Euphoric,Uplifted,,,,,,,,,Earthy,Sweet,Woody,
2334,2,0,Blue Bubba,512,NULL,NULL,NULL,Hybrid,NULL,Hazeman Seeds,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
33,1,0,Banana Kush,520,NULL,NULL,NULL,Hybrid,0,Crockett Family Farms,#N/A,,#N/A,"Lake Forest, CA",NULL,1700,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,#N/A,,,,,,,,,,,,,#N/A,,,
9469,2,0,Chemmy Jones,533,NULL,NULL,NULL,Hybrid,NULL,Connoisseur Genetics,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
138,1,0,God Bud,605,NULL,NULL,NULL,Hybrid,0,Jordan of the Islands,"Relaxed, Happy, Euphoric, Sleepy, Uplifted, Dry Mouth, Paranoid, Anxious","Stress, Pain, Depression, Inflammation, Insomnia","Earthy, Sweet",NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Relaxed, Happy, Euphoric, Sleepy, Uplifted, Dry Mouth, Paranoid, Anxious,Stress, Pain, Depression, Inflammation, Insomnia,Earthy, Sweet,,
148,1,0,Grape God,637,NULL,NULL,NULL,Hybrid,0,,#N/A,,"Lavender,Tobacco,Earthy",NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,#N/A,,,,,,,,,,,,,Lavender,Tobacco,Earthy,
9353,2,0,Blue Hawaiian,652,NULL,NULL,NULL,Hybrid,NULL,Jordan of the Islands,#N/A,,"Earthy,Woody,Pine",NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,Earthy,Woody,Pine,
418,1,0,UK Cheese,663,NULL,NULL,NULL,Hybrid,0,,#N/A,,#N/A,NULL,NULL,127,NULL,NULL,60,NULL,NULL,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,#N/A,,,,,,,,,,,,,#N/A,,,
1611,2,0,Seattle Cough,673,NULL,NULL,NULL,Hybrid,NULL,Unknown Breeder,"Happy, Creative, Uplifted, Relaxed, Talkative, Dry Mouth, Paranoid","Depression, Stress, Inflammation, Nausea","Pine, Citrus",NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Happy, Creative, Uplifted, Relaxed, Talkative, Dry Mouth, Paranoid,,Depression, Stress, Inflammation, Nausea,,Pine, Citrus,,
1875,2,0,Freezeland,707,NULL,NULL,NULL,Indica,NULL,NULL,"Happy, Euphoric, Relaxed, Sleepy, Dry Mouth, Paranoid","Stress, Insomnia, Depression, Lack of Appetite","Pine, Earthy",NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Happy, Euphoric, Relaxed, Sleepy, Dry Mouth, Paranoid,,,Stress, Insomnia, Depression, Lack of Appetite,,Pine, Earthy,,
1751,2,0,Black Cherry OG,730,NULL,NULL,NULL,Indica,NULL,NULL,"Relaxed, Uplifted, Happy, Euphoric, Tingly, Dry Mouth, Anxious, Paranoid","Insomnia, Pain, Stress, Depression","Berry, Sweet, Earthy",NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Relaxed, Uplifted, Happy, Euphoric, Tingly, Dry Mouth, Anxious, Paranoid,Insomnia, Pain, Stress, Depression,,Berry, Sweet, Earthy,
347,1,0,Romulan,747,NULL,NULL,NULL,Hybrid,0,Federation Seed Company,"Relaxed, Sleepy, Euphoric, Happy, Uplifted, Dry Mouth, Paranoid","Stress, Pain, Insomnia, Muscle Spasms","Earthy, Sweet",NULL,NULL,127,NULL,NULL,20,NULL,NULL,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Relaxed, Sleepy, Euphoric, Happy, Uplifted, Dry Mouth, Paranoid,,Stress, Pain, Insomnia, Muscle Spasms,,Earthy, Sweet,,
8673,2,0,3D,785,NULL,NULL,NULL,Hybrid,NULL,Apothecary Seed Company,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
185,1,0,Ice,786,NULL,NULL,NULL,Hybrid,0,Nirvana,"Euphoric,Uplifted,Relaxed,Happy,Tingly",,#N/A,NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Euphoric,Uplifted,Relaxed,Happy,Tingly,,,,,,,,,#N/A,,,
1474,2,0,Dirty Girl,803,NULL,NULL,NULL,Hybrid,NULL,The Clone Zone,"Happy, Uplifted, Euphoric, Creative, Energetic, Dry Mouth, Paranoid, Anxious","Depression, Stress, Pain, Insomnia","Sweet, Pine",NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Happy, Uplifted, Euphoric, Creative, Energetic, Dry Mouth, Paranoid, Anxious,Depression, Stress, Pain, Insomnia,,Sweet, Pine,,
490,1,0,B-52,814,NULL,NULL,NULL,Hybrid,"39, 370",Homegrown Fantaseeds,"Relaxed, Uplifted, Focused, Euphoric, Creative, Dry Mouth, Paranoid, Anxious","Stress, Insomnia, Lack of Appetite, Depression","Earthy, Sweet",NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Relaxed, Uplifted, Focused, Euphoric, Creative, Dry Mouth, Paranoid, Anxious,Stress, Insomnia, Lack of Appetite, Depression,,Earthy, Sweet,,
2036,2,0,Plushberry,843,NULL,NULL,NULL,Hybrid,NULL,TGA Seeds,"Relaxed, Happy, Euphoric, Sleepy, Hungry, Dry Mouth, Anxious","Stress, Pain, Depression, Insomnia, Lack of Appetite","Berry, Sweet",NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Relaxed, Happy, Euphoric, Sleepy, Hungry, Dry Mouth, Anxious,,Stress, Pain, Depression, Insomnia, Lack of Appetite,Berry, Sweet,,
918,2,0,Mickey Kush,844,NULL,NULL,NULL,Sativa,NULL,Herbal Legends,"Happy, Uplifted, Energetic, Euphoric, Talkative, Dry Mouth, Paranoid, Anxious","Depression, Stress, Pain, Lack of Appetite","Earthy, Sweet, Pine","Thousand Oaks, CA",NULL,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Happy, Uplifted, Energetic, Euphoric, Talkative, Dry Mouth, Paranoid, Anxious,Depression, Stress, Pain, Lack of Appetite,,Earthy, Sweet, Pine,
5642,2,0,Sasquatch,853,NULL,NULL,NULL,Hybrid,NULL,303 Seeds,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
7439,2,0,Bubblegum,929,NULL,NULL,NULL,Hybrid,NULL,T.H.Seeds,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
8039,2,0,Double Purple,933,NULL,NULL,NULL,Hybrid,NULL,Unknown Breeder,#N/A,,"Earthy,Sweet,Pine",NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,Earthy,Sweet,Pine,
6970,2,0,Grape Stomper,939,NULL,NULL,NULL,Hybrid,NULL,Gage Green Group,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
6902,2,0,Grapefruit Diesel,940,NULL,NULL,NULL,Hybrid,NULL,Next Generation Seeds,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
231,1,0,Lemon Skunk,942,NULL,NULL,NULL,Hybrid,370,Jordan of the Island,#N/A,,#N/A,NULL,NULL,127,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,#N/A,,,,,,,,,,,,,#N/A,,,
248,1,0,Master Kush,944,NULL,NULL,NULL,Hybrid,0,White Label Co.,"Relaxed, Happy, Sleepy, Euphoric, Hungry, Dry Mouth, Paranoid, Anxious","Stress, Pain, Insomnia, Depression",Earthy,NULL,NULL,127,NULL,NULL,15,NULL,NULL,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Relaxed, Happy, Sleepy, Euphoric, Hungry, Dry Mouth, Paranoid, Anxious,Stress, Pain, Insomnia, Depression,,Earthy,,,
1261,2,0,New York Diesel,945,NULL,NULL,NULL,Sativa,NULL,Holistic Healing Collective,#N/A,,"Citrus,Spicy/Herbal,Sweet","Richmond, CA",NULL,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,Citrus,Spicy/Herbal,Sweet,
362,1,0,Shiva Skunk,950,NULL,NULL,NULL,Hybrid,0,Seed Bank,"Sleepy, Relaxed, Happy, Euphoric, Uplifted, Dry Mouth, Paranoid","Pain, Stress, Insomnia, Lack of Appetite","Skunk, Sweet, Earthy",NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sleepy, Relaxed, Happy, Euphoric, Uplifted, Dry Mouth, Paranoid,,Pain, Stress, Insomnia, Lack of Appetite,,Skunk, Sweet, Earthy,
392,1,0,Super Lemon Haze,951,NULL,NULL,NULL,Hybrid,0,Green House Seed Co.,"Happy, Uplifted, Euphoric, Energetic, Creative, Dry Mouth, Paranoid, Anxious","Stress, Depression, Pain","Lemon, Citrus, Sweet","6150 White Oak Lane, CA",NULL,1300,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Happy, Uplifted, Euphoric, Energetic, Creative, Dry Mouth, Paranoid, Anxious,Stress, Depression, Pain,,,Lemon, Citrus, Sweet,
993,2,0,Cherry OG,965,NULL,NULL,NULL,Hybrid,NULL,Emerald Triangle,#N/A,,#N/A,"Pasadena, CA",NULL,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
139,1,0,Godberry,977,NULL,NULL,NULL,Indica,0,,"Relaxed, Sleepy, Happy, Euphoric, Dry Mouth, Paranoid","Insomnia, Pain, Stress, Muscle Spasms, Depression","Berry, Blueberry, Sweet",NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Relaxed, Sleepy, Happy, Euphoric, Dry Mouth, Paranoid,,,Insomnia, Pain, Stress, Muscle Spasms, Depression,Berry, Blueberry, Sweet,
1599,2,0,Quantum Kush,1008,NULL,NULL,NULL,Hybrid,NULL,TGA Seeds,"Happy, Energetic, Uplifted, Euphoric, Relaxed, Dry Mouth, Paranoid, Anxious","Depression, Stress, Lack of Appetite, Pain","Sweet, Earthy",NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Happy, Energetic, Uplifted, Euphoric, Relaxed, Dry Mouth, Paranoid, Anxious,Depression, Stress, Lack of Appetite, Pain,,Sweet, Earthy,,
229,1,0,Lemon OG,1017,NULL,NULL,NULL,Hybrid,0,Bud Rx Delivery,#N/A,,#N/A,"Los Angeles, CA",NULL,1900,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,#N/A,,,,,,,,,,,,,#N/A,,,
249,1,0,Maui,1018,NULL,NULL,NULL,Hybrid,0,Unknown Breeder,"Talkative, Energetic, Happy, Uplifted, Euphoric, Dry Mouth, Anxious","Depression, Stress, Lack of Appetite","Citrus, Sweet",NULL,NULL,127,NULL,NULL,10,NULL,NULL,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Talkative, Energetic, Happy, Uplifted, Euphoric, Dry Mouth, Anxious,,Depression, Stress, Lack of Appetite,,,Citrus, Sweet,,
279,1,0,Orange Kush,1041,NULL,NULL,NULL,Hybrid,0,Green Devil Genetics,"Relaxed, Happy, Uplifted, Sleepy, Euphoric, Dry Mouth, Paranoid, Anxious","Stress, Pain, Depression, Insomnia, Nausea","Citrus, Orange, Sweet",NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Relaxed, Happy, Uplifted, Sleepy, Euphoric, Dry Mouth, Paranoid, Anxious,Stress, Pain, Depression, Insomnia, Nausea,Citrus, Orange, Sweet,
366,1,0,Silver Surfer,1042,NULL,NULL,NULL,Hybrid,0,Unknown Breeder,#N/A,,#N/A,"Topange, CA",NULL,400,NULL,NULL,800,NULL,NULL,80000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,#N/A,,,,,,,,,,,,,#N/A,,,
