test_id,test_strain,type,ailment_1,ailment_2,ailment_3,ailment_4,ailment_5,effects_1,effects_2,effects_3,effects_4,effects_5,effects_6,effects_7,effects_8,flavor_1,flavor_2,flavor_3,ailment_count,effects_count,flavor_count
19970,Allen Wrench,Hybrid,Stress, Depression, Pain, Lack of Appetite,None,Energetic, Happy, Focused, Uplifted, Creative, Dry Mouth, Anxious,None,Earthy, Pine, Citrus,4,7,3
20108,Tangerine Kush,Hybrid,Insomnia, Stress, Pain, Depression, Lack of Appetite,Relaxed, Sleepy, Happy, Euphoric, Uplifted, Dry Mouth, Paranoid, Anxious,Citrus, Orange, Sweet,5,8,3
20497,Hawaiian Punch,Hybrid,Pain, Stress,None,None,None,Happy, Uplifted, Relaxed, Euphoric, Tingly, Anxious, Dry Mouth, Paranoid,Citrus, Sweet,None,2,8,2
20552,Gobbstopper,Hybrid,Depression, Nausea, Stress, Insomnia,None,Happy, Relaxed, Euphoric, Horny, Sleepy, Dry Mouth,None,None,Sweet, Berry,None,4,6,2
20634,Mendo Purps,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Earthy,Pine,Woody,0,0,3
20818,Training Day,Hybrid,Insomnia, Pain, Stress, Depression, Muscle Spasms,Relaxed, Euphoric, Sleepy, Happy, Hungry, Dry Mouth, Anxious,None,Earthy, Pine,None,5,7,2
21220,Hog's Breath,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Earthy,Lemon,Flowery,0,0,3
21440,Sour Amnesia,Hybrid,Stress, Depression, Pain, Inflammation,None,Happy, Uplifted, Euphoric, Energetic, Relaxed, Dry Mouth, Anxious, Paranoid,Sweet, Earthy,None,4,8,2
21726,Hindu Skunk,Hybrid,Stress, Pain, Insomnia, Depression, Nausea,Relaxed, Happy, Euphoric, Sleepy, Hungry, Dry Mouth, Paranoid,None,Skunk, Earthy, Sweet,5,7,3
21729,Kryptonite,Hybrid,Pain, Stress, Insomnia, Depression,None,Relaxed, Happy, Tingly, Uplifted, Euphoric, Dry Mouth, Paranoid, Anxious,Sweet, Earthy, Pine,4,8,3
21733,Kush Dream,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Flowery,Sweet,Citrus,0,0,3
21738,Mango,Hybrid,Stress, Pain, Depression, Insomnia, Lack of Appetite,Relaxed, Euphoric, Happy, Sleepy, Hungry, Dry Mouth, Paranoid, Anxious,Mango, Sweet,None,5,8,2
21777,Grapefruit Haze,Hybrid,Stress, Depression, Pain, Muscle Spasms,None,Uplifted, Happy, Euphoric, Relaxed, Talkative, Dry Mouth, Paranoid, Anxious,Lemon, Citrus,None,4,8,2
22467,Dog Walker,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Tropical,Orange,Sweet,0,0,3
22562,Grape Crush,Indica,Stress, Pain, Depression, Muscle Spasms, Insomnia,Relaxed, Euphoric, Happy, Uplifted, Creative, Dry Mouth,None,None,Grape, Sweet, Berry,5,6,3
22618,Solace,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Berry,Earthy,Sweet,0,0,3
22651,Woody Kush,Hybrid,Insomnia, Stress, Depression, Pain, Lack of Appetite,Relaxed, Happy, Euphoric, Sleepy, Hungry, Dry Mouth, Paranoid,None,Pine, Earthy,None,5,7,2
23046,Bubblegum Kush,Hybrid,Pain, Stress, Inflammation, Lack of Appetite, Muscle Spasms,Relaxed, Happy, Focused, Euphoric, Uplifted, Dry Mouth, Anxious, Paranoid,Sweet, Earthy, Citrus,5,8,3
23526,Ice Bomb,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Sweet,Earthy,Pungent,0,0,3
23751,SFV OG Kush,Indica,Pain, Muscle Spasms, Inflammation, Insomnia, Depression,Relaxed, Happy, Hungry, Sleepy, Uplifted, Dry Mouth, Paranoid,None,Earthy, Citrus, Sweet,5,7,3
23936,Sage N Sour,Sativa,Depression, Stress, Pain,None,None,Happy, Focused, Relaxed, Uplifted, Euphoric, Dry Mouth, Paranoid, Anxious,Earthy,None,None,3,8,1
24168,Heisenberg Kush,Sativa,Depression, Stress, Pain,None,None,Happy, Euphoric, Energetic, Uplifted, Creative, Dry Mouth,None,None,Berry, Sweet, Grape,3,6,3
24307,Swiss Tsunami,Sativa,Pain, Depression, Inflammation, Stress,None,Relaxed, Happy, Uplifted, Focused, Sleepy, Dry Mouth,None,None,Citrus, Orange, Earthy,4,6,3
24383,Jack Diesel,Hybrid,Depression, Inflammation, Stress, Pain,None,Happy, Energetic, Creative, Uplifted, Dry Mouth, Paranoid,None,None,Sweet, Citrus,None,4,6,2
25091,Cat Piss,Hybrid,Stress, Depression, Pain, Lack of Appetite,None,Happy, Energetic, Creative, Uplifted, Euphoric, Dry Mouth, Paranoid, Anxious,Ammonia, Earthy,None,4,8,2
25246,U2 Kush,Hybrid,Depression, Insomnia, Stress, Pain,None,Relaxed, Sleepy, Happy, Hungry, Uplifted, Dry Mouth, Anxious,None,Sweet,None,None,4,7,1
25636,Blue Ox,Hybrid,Depression, Lack of Appetite, Pain,None,None,Sleepy, Relaxed, Talkative, Uplifted, Euphoric,None,None,None,Berry, Blueberry,None,3,5,2
25768,White Berry,Hybrid,Insomnia, Stress, Depression, Pain,None,Horny, Euphoric, Happy, Creative, Focused, Paranoid, Anxious, Dry Mouth,Berry, Sweet, Earthy,4,8,3
25769,StarDawg,Hybrid,None,None,None,None,None,Happy,Relaxed,Uplifted,Euphoric,Talkative,None,None,None,None,None,None,0,5,0
25896,OG-18,Indica,None,None,None,None,None,Relaxed,Sleepy,Happy,Hungry,Euphoric,None,None,None,None,None,None,0,5,0
26056,Money Maker,Hybrid,Pain, Insomnia, Muscle Spasms, Depression, Lack of Appetite,Relaxed, Sleepy, Happy, Hungry, Uplifted, Dry Mouth, Paranoid,None,Earthy, Berry, Skunk,5,7,3
26505,Harle-Tsu,Hybrid,None,None,None,None,None,Relaxed,Happy,Uplifted,Focused,Euphoric,None,None,None,Earthy,Citrus,Sweet,0,5,3
26528,Willy Wonka,Hybrid,Stress, Depression, Pain,None,None,Happy, Talkative, Energetic, Euphoric, Uplifted, Dry Mouth, Paranoid,None,Sweet, Mint, Pine,3,7,3
27013,Somango,Indica,Pain, Stress, Insomnia, Lack of Appetite, Depression,Relaxed, Happy, Uplifted, Focused, Sleepy, Dry Mouth, Paranoid,None,Mango, Earthy, Sweet,5,7,3
27139,Danky Doodle,Indica,Stress, Pain, Depression, Insomnia, Nausea,Euphoric, Happy, Uplifted, Horny, Energetic, Dry Mouth, Paranoid,None,Sweet, Skunk,None,5,7,2
27563,Dr. Grinspoon,Sativa,Depression, Stress, Pain,None,None,Energetic, Euphoric, Uplifted, Happy, Creative, Dry Mouth, Paranoid,None,Citrus, Earthy,None,3,7,2
27657,Purple Dream,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Earthy,Blueberry,Pungent,0,0,3
27756,Mango Haze,Hybrid,Stress, Depression, Pain, Lack of Appetite,None,Happy, Uplifted, Relaxed, Euphoric, Energetic, Dry Mouth, Anxious,None,Mango, Sweet,None,4,7,2
28464,Kona Gold,Hybrid,Depression, Stress, Nausea, Pain,None,Happy, Energetic, Uplifted, Creative, Euphoric, Dry Mouth, Anxious, Paranoid,Sweet, Honey,None,4,8,2
28926,Sour Dream,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Sweet,Flowery,Pepper,0,0,3
29270,Silver Kush,Hybrid,Stress, Depression, Pain, Lack of Appetite, Muscle Spasms,Relaxed, Happy, Uplifted, Creative, Talkative, Dry Mouth, Paranoid,None,Earthy, Citrus,None,5,7,2
29544,Strawberry Banana,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Woody,Earthy,Grapefruit,0,0,3
29685,Hurricane,Sativa,Stress, Pain, Nausea, Depression,None,Euphoric, Happy, Relaxed, Energetic, Uplifted, Dry Mouth, Anxious,None,Sweet, Grape,None,4,7,2
29911,Ghost OG,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Sweet,Citrus,Orange,0,0,3
30026,Sour Alien,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Earthy,Citrus,Flowery,0,0,3
30211,Walrus Kush,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Earthy,Flowery,Lime,0,0,3
30260,Honey Boo Boo,Indica,Pain, Stress, Depression, Lack of Appetite,None,Relaxed, Sleepy, Euphoric, Tingly, Uplifted, Dry Mouth, Anxious,None,Honey, Citrus, Lemon,4,7,3
30261,J1,Hybrid,None,None,None,None,None,Euphoric,Happy,Creative,Uplifted,Energetic,None,None,None,None,None,None,0,5,0
30434,Strawberry Frost,Indica,Depression, Stress, Lack of Appetite,None,None,Happy, Horny, Relaxed, Hungry, Dry Mouth,None,None,None,Sweet, Strawberry, Earthy,3,5,3
32660,California Hash Plant,Indica,Stress,None,None,None,None,Sleepy, Hungry, Relaxed,None,None,None,None,None,Citrus,None,None,1,3,1
32694,MediHaze,Sativa,Pain, Stress, Depression, Inflammation, Nausea,Happy, Focused, Uplifted, Relaxed, Energetic, Anxious, Dry Mouth, Paranoid,Pine, Earthy, Citrus,5,8,3
32756,Yoda OG,Hybrid,Stress, Pain, Insomnia, Depression,None,Relaxed, Sleepy, Euphoric, Hungry, Happy, Anxious, Dry Mouth,None,Earthy,None,None,4,7,1
33071,Atomic,Hybrid,None,None,None,None,None,Happy,Relaxed,Talkative,Creative,Euphoric,None,None,None,None,None,None,0,5,0
34012,Dutch Haze,Hybrid,None,None,None,None,None,Energetic, Creative, Happy, Horny, Uplifted,None,None,None,Citrus, Earthy,None,0,5,2
34039,Crystal,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Earthy,Woody,Pungent,0,0,3
34240,Mindbender,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Earthy,Sweet,Sage,0,0,3
34382,Euphoria,Hybrid,None,None,None,None,None,Euphoric,Happy,Energetic,Creative,Relaxed,None,None,None,None,None,None,0,5,0
34420,Phantom OG,Indica,Depression, Pain, Insomnia, Lack of Appetite,None,Euphoric, Relaxed, Hungry, Happy, Focused, Dry Mouth, Paranoid, Anxious,Earthy, Lemon,None,4,8,2
34579,Lemon Thai,Hybrid,Stress, Pain, Depression, Lack of Appetite,None,Happy, Talkative, Relaxed, Sleepy, Uplifted, Dry Mouth, Anxious, Paranoid,Lemon, Sweet,None,4,8,2
34612,91 Krypt,Indica,Stress, Depression, Lack of Appetite, Nausea,None,Relaxed, Tingly, Happy, Hungry, Talkative, Dry Mouth,None,None,Earthy, Sweet,None,4,6,2
34788,Full Moon,Hybrid,Depression, Stress, Lack of Appetite,None,None,Happy, Energetic, Uplifted, Horny, Creative,None,None,None,Ammonia,None,None,3,5,1
34850,Caramelo,Hybrid,Stress, Pain, Depression, Lack of Appetite,None,Happy, Euphoric, Energetic, Focused, Uplifted, Dry Mouth,None,None,Sweet, Lavender,None,4,6,2
35041,Northern Light,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Lemon,Citrus,Pungent,0,0,3
35413,Afghani Bullrider,Hybrid,Stress, Depression, Insomnia, Pain,None,Uplifted, Relaxed, Happy, Euphoric, Dry Mouth, Paranoid,None,None,Sweet, Pine, Earthy,4,6,3
35424,Memory Loss,Hybrid,Stress, Depression, Pain, Nausea,None,Uplifted, Happy, Talkative, Focused, Creative, Dry Mouth, Anxious,None,Earthy, Sweet,None,4,7,2
35885,Sour Cookies,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Sweet,Berry,Blueberry,0,0,3
36105,Trash,Hybrid,None,None,None,None,None,Relaxed,Happy,Uplifted,Euphoric,Focused,None,None,None,None,None,None,0,5,0
36132,Punky Lion,Hybrid,Stress, Depression, Muscle Spasms, Pain,None,Relaxed, Sleepy, Hungry, Euphoric, Tingly, Paranoid, Dry Mouth,None,Earthy, Sweet,None,4,7,2
36199,Dinachem,Hybrid,None,None,None,None,None,Talkative,Relaxed,Happy,Energetic,Giggly,None,None,None,None,None,None,0,5,0
36429,Sweet Black Angel,Hybrid,Depression, Stress, Pain, Insomnia,None,Relaxed, Sleepy, Happy, Euphoric, Uplifted, Dry Mouth,None,None,Sweet, Berry, Pine,4,6,3
36432,Fruity Chronic Juice,Hybrid,Lack of Appetite, Pain, Stress, Depression,None,Relaxed, Euphoric, Happy, Talkative, Creative, Dry Mouth, Anxious,None,Citrus, Sweet,None,4,7,2
36459,Chocolate Fondue,Hybrid,Depression, Stress, Nausea, Lack of Appetite,None,Relaxed, Uplifted, Happy, Talkative, Euphoric, Dry Mouth, Anxious,None,Sweet, Earthy,None,4,7,2
36493,Buddha Tahoe,Hybrid,Insomnia, Pain, Stress, Depression,None,Relaxed, Happy, Euphoric, Sleepy, Uplifted, Dry Mouth, Anxious,None,Earthy,None,None,4,7,1
36598,Destroyer,Hybrid,Depression, Stress, Insomnia,None,None,Energetic, Uplifted, Euphoric, Happy,None,None,None,None,Lavender, Ammonia, Sweet,3,4,3
36700,Citrix,Hybrid,None,None,None,None,None,Happy,Euphoric,Uplifted,Relaxed,Energetic,None,None,None,None,None,None,0,5,0
37410,Nebula,Hybrid,None,None,None,None,None,Uplifted,Happy,Euphoric,Energetic,Creative,None,None,None,None,None,None,0,5,0
37608,Sunset Sherbet,Sativa,None,None,None,None,None,None,None,None,None,None,None,None,None,Sweet,Flowery,Citrus,0,0,3
37761,Church OG,Hybrid,Stress, Depression, Pain, Insomnia,None,Relaxed, Happy, Uplifted, Creative, Horny, Dry Mouth, Paranoid,None,Earthy, Citrus,None,4,7,2
37798,Hawaiian Snow,Hybrid,Depression, Pain, Stress,None,None,Happy, Relaxed, Uplifted, Euphoric, Creative, Dry Mouth, Anxious, Paranoid,None,None,None,3,8,0
38005,Star Killer,Hybrid,Pain, Stress, Insomnia, Depression, Nausea,Relaxed, Euphoric, Sleepy, Happy, Hungry, Dry Mouth, Paranoid, Anxious,Lemon, Earthy,None,5,8,2
38103,Enemy of the State,Indica,Stress, Depression, Insomnia, Lack of Appetite,None,Relaxed, Focused, Sleepy, Horny, Euphoric, Anxious, Dry Mouth, Paranoid,Sweet, Berry,None,4,8,2
38144,Dawgfather,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Earthy,Woody,Spicy/Herbal,0,0,3
38927,Dutch Queen,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Earthy,Citrus,Flowery,0,0,3
39015,Future,Hybrid,None,None,None,None,None,Relaxed,Euphoric,Uplifted,Sleepy,Happy,None,None,None,None,None,None,0,5,1
40325,Cornbread,Hybrid,Stress, Lack of Appetite, Pain, Insomnia,None,Relaxed, Hungry, Happy, Sleepy, Euphoric, Dry Mouth, Paranoid,None,Earthy, Citrus,None,4,7,2
40351,Durban Cookies,Hybrid,Pain, Stress, Depression, Inflammation,None,Happy, Relaxed, Uplifted, Talkative, Energetic, Dry Mouth, Paranoid, Anxious,Sweet, Earthy,None,4,8,2
40446,Swiss Tsu 2,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Lemon,Sweet,Blueberry,0,0,3
40703,Magnum,Hybrid,None,None,None,None,None,Energetic,Happy,Creative,Uplifted,Euphoric,None,None,None,None,None,None,0,5,0
40760,White Nightmare,Hybrid,Stress, Pain, Depression, Lack of Appetite, Inflammation,Uplifted, Euphoric, Happy, Creative, Energetic, Dry Mouth, Anxious, Paranoid,Earthy, Sweet, Citrus,5,8,3
40827,Willie Nelson,Hybrid,Stress, Depression, Pain, Nausea,None,Happy, Euphoric, Creative, Energetic, Uplifted, Dry Mouth, Paranoid, Anxious,Earthy, Sweet,None,4,8,2
40877,Mataro Blue,Hybrid,Pain, Stress, Depression, Insomnia, Muscle Spasms,Relaxed, Euphoric, Hungry, Happy, Tingly, Dry Mouth,None,None,Berry, Earthy, Sweet,5,6,3
40917,Hades Haze,Indica,Insomnia, Depression, Lack of Appetite, Pain,None,Relaxed, Sleepy, Talkative, Euphoric,None,None,None,None,Citrus, Earthy,None,4,4,2
41093,Purple Star,Hybrid,Pain, Insomnia, Depression, Muscle Spasms,None,Tingly, Sleepy, Hungry, Relaxed, Uplifted, Dry Mouth, Anxious,None,Berry, Citrus, Pine,4,7,3
42509,PowerNap,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Diesel,Citrus,Woody,0,0,3
42515,Tangie,Hybrid,Stress, Depression, Pain, Lack of Appetite,None,Happy, Uplifted, Energetic, Euphoric, Relaxed, Dry Mouth, Anxious, Paranoid,Citrus, Orange, Sweet,4,8,3
42522,Cherries Jubilee,Indica,Stress, Depression, Pain, Nausea,None,Euphoric, Relaxed, Uplifted, Happy, Horny, Dry Mouth,None,None,Berry, Sweet,None,4,6,2
43710,Monolith,Indica,Insomnia, Lack of Appetite, Pain, Stress, Depression,Relaxed, Sleepy, Tingly, Euphoric, Focused,None,None,None,Earthy, Pine,None,5,5,2
43955,Black Domina,Hybrid,Stress, Depression, Pain, Insomnia, Lack of Appetite,Relaxed, Sleepy, Euphoric, Happy, Uplifted, Dry Mouth, Paranoid,None,Pine, Pepper,None,5,7,2
44186,Starfighter,Hybrid,None,None,None,None,None,Euphoric,Relaxed,Happy,Uplifted,Creative,None,None,None,None,None,None,0,5,0
45542,Blue Diamond,Hybrid,Stress, Depression, Pain,None,None,Euphoric, Relaxed, Happy, Uplifted, Sleepy, Paranoid, Dry Mouth, Anxious,Sweet, Earthy,None,3,8,2
45871,Lime Skunk,Hybrid,Depression, Stress, Pain, Muscle Spasms,None,Uplifted, Creative, Relaxed, Happy, Euphoric, Dry Mouth, Anxious,None,Lime, Citrus, Lemon,4,7,3
46201,Night Nurse,Hybrid,Pain, Insomnia, Stress, Muscle Spasms,None,Relaxed, Sleepy, Happy, Tingly, Hungry, Dry Mouth,None,None,Sweet, Earthy,None,4,6,2
46225,Ortega,Hybrid,Depression, Pain,None,None,None,Relaxed, Uplifted, Euphoric, Sleepy, Dry Mouth,None,None,None,Pepper, Earthy,None,2,5,2
46391,Blockhead,Hybrid,None,None,None,None,None,Relaxed,Happy,Hungry,Uplifted,Euphoric,None,None,None,None,None,None,0,5,0
46491,Amethyst,Hybrid,None,None,None,None,None,Energetic,Creative,Giggly,Hungry,Happy,None,None,None,None,None,None,0,5,0
47637,Quin-N-Tonic,Indica,Stress, Pain, Depression, Nausea, Lack of Appetite,Relaxed, Happy, Focused, Hungry, Sleepy, Dry Mouth,None,None,Sweet, Blueberry,None,5,6,2
47756,Bubba OG,Hybrid,Stress, Pain, Depression, Insomnia, Nausea,Relaxed, Happy, Sleepy, Uplifted, Euphoric, Dry Mouth, Paranoid,None,Earthy, Sweet,None,5,7,2
47814,Firehouse,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Diesel,Pungent,Earthy,0,0,3
47895,Primus,Hybrid,Stress, Lack of Appetite, Pain, Insomnia, Depression,Relaxed, Happy, Euphoric, Uplifted, Creative, Dry Mouth, Anxious, Paranoid,Sweet, Earthy, Citrus,5,8,3
48108,Cascadia Kush,Indica,Depression, Pain, Stress, Insomnia,None,Relaxed, Euphoric, Tingly, Sleepy, Happy, Dry Mouth,None,None,Earthy, Sweet,None,4,6,2
48647,Sour Urkle,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Earthy,Pine,Diesel,0,0,3
48722,Cactus,Indica,Pain, Stress, Nausea,None,None,Relaxed, Happy, Euphoric, Uplifted, Talkative, Dry Mouth, Paranoid,None,Citrus, Earthy,None,3,7,2
49064,Nigerian Nightmare,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Earthy,Woody,Spicy/Herbal,0,0,3
49068,Skunkberry,Hybrid,None,None,None,None,None,Relaxed,Happy,Euphoric,Uplifted,Creative,None,None,None,None,None,None,0,5,0
49156,Dark Side of the Moon,Hybrid,Stress, Insomnia, Depression, Pain,None,Relaxed, Sleepy, Euphoric, Happy, Uplifted, Dry Mouth, Paranoid, Anxious,Earthy, Berry, Sweet,4,8,3
49400,Haze,Hybrid,Stress, Depression, Pain,None,None,Euphoric, Uplifted, Happy, Energetic, Creative, Dry Mouth, Paranoid, Anxious,Earthy, Sweet,None,3,8,2
49418,White Buffalo,Sativa,Stress, Depression, Pain,None,None,Happy, Uplifted, Euphoric, Relaxed, Energetic, Dry Mouth, Anxious,None,Sweet, Berry,None,3,7,2
50287,Bandana,Hybrid,None,None,None,None,None,Euphoric,Happy,Relaxed,Talkative,Creative,None,None,None,None,None,None,0,5,0
50861,Strawberry Lemonade,Sativa,Stress, Depression, Pain,None,None,Happy, Euphoric, Energetic, Creative, Uplifted, Dry Mouth, Anxious, Paranoid,Lemon, Strawberry, Sweet,3,8,3
51221,Kraken,Indica,Stress, Insomnia, Muscle Spasms,None,None,Relaxed, Sleepy, Happy, Talkative, Euphoric, Paranoid, Dry Mouth,None,Earthy,None,None,3,7,1
51249,Black Bubba,Indica,Stress, Insomnia, Pain, Seizures, Depression,Happy, Relaxed, Sleepy, Tingly, Euphoric, Dry Mouth, Paranoid,None,Earthy, Pine,None,5,7,2
51392,Cuvee,Indica,Stress, Pain, Depression, Insomnia,None,Euphoric, Relaxed, Uplifted, Happy, Anxious, Dry Mouth,None,None,Sweet, Citrus,None,4,6,2
51398,Sonic Screwdriver,Hybrid,Stress, Pain, Depression,None,None,Happy, Euphoric, Uplifted, Creative, Dry Mouth,None,None,None,Earthy, Citrus,None,3,5,2
51463,Alien Rift,Hybrid,Stress, Insomnia, Depression, Pain,None,Relaxed, Happy, Euphoric, Hungry, Uplifted, Dry Mouth, Paranoid, Anxious,Earthy, Citrus,None,4,8,2
52517,Green Lantern,Hybrid,Stress, Depression, Pain,None,None,Uplifted, Euphoric, Happy, Hungry, Talkative, Dry Mouth, Anxious, Paranoid,Citrus, Earthy, Pine,3,8,3
52901,Super Green Crack,Hybrid,Depression, Stress, Lack of Appetite, Pain,None,Energetic, Uplifted, Happy, Focused, Euphoric, Dry Mouth, Anxious,None,Earthy, Citrus,None,4,7,2
53969,Black Diamond,Hybrid,Stress, Pain, Insomnia, Depression, Inflammation,Relaxed, Happy, Euphoric, Hungry, Uplifted, Dry Mouth, Anxious, Paranoid,Earthy, Berry, Sweet,5,8,3
54021,Kushage,Hybrid,None,None,None,None,None,Relaxed,Happy,Euphoric,Hungry,Tingly,None,None,None,None,None,None,0,5,0
54211,Power Kush,Hybrid,Stress, Pain, Depression, Muscle Spasms,None,Relaxed, Sleepy, Euphoric, Happy, Uplifted, Paranoid, Dry Mouth, Anxious,Sweet, Skunk, Lime,4,8,3
54396,DJ Andy Williams,Sativa,None,None,None,None,None,Creative, Energetic,None,None,None,None,None,None,None,None,None,0,2,0
55204,Murkle,Indica,None,None,None,None,None,Giggly,None,None,None,None,None,None,None,None,None,None,0,1,0
55650,Grape OX,Hybrid,Stress, Depression, Insomnia, Pain,None,Hungry, Sleepy, Relaxed, Tingly, Uplifted, Dry Mouth, Paranoid,None,Grape, Sweet,None,4,7,2
55683,Herojuana,Hybrid,None,None,None,None,None,Relaxed,Sleepy,Happy,Hungry,Euphoric,None,None,None,None,None,None,0,5,0
55784,White Strawberry Skunk,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Citrus,Pine,Sweet,0,0,3
56060,Triangle Kush,Indica,Depression, Pain, Stress, Insomnia,None,Relaxed, Euphoric, Uplifted, Happy, Sleepy, Dry Mouth, Paranoid,None,Earthy, Skunk,None,4,7,2
56398,Stella Blue,Sativa,Depression, Stress, Nausea, Pain,None,Energetic, Uplifted, Happy, Focused, Relaxed, Dry Mouth, Paranoid,None,Sweet, Berry,None,4,7,2
56738,Alaskan Ice,Hybrid,Depression, Stress, Pain,None,None,Euphoric, Happy, Relaxed, Uplifted, Hungry, Dry Mouth, Paranoid,None,Sweet, Earthy,None,3,7,2
56870,Hawaiian Haze,Hybrid,Stress, Pain, Depression, Nausea, Insomnia,Uplifted, Happy, Talkative, Hungry, Dry Mouth, Paranoid, Anxious,None,Skunk,None,None,5,7,1
57367,The OX,Hybrid,Pain, Stress, Inflammation, Depression, Muscle Spasms,Relaxed, Happy, Uplifted, Tingly, Dry Mouth, Paranoid,None,None,Sweet, Citrus, Coffee,5,6,3
57678,Tora Bora,Hybrid,Pain, Stress, Insomnia, Inflammation, Muscle Spasms,Relaxed, Tingly, Sleepy, Happy, Euphoric, Dry Mouth, Paranoid,None,Earthy, Pine,None,5,7,2
58327,Super Cheese,Hybrid,Insomnia, Pain, Stress, Depression,None,Euphoric, Relaxed, Happy, Sleepy, Energetic, Dry Mouth,None,None,Earthy,None,None,4,6,1
58334,Satori,Hybrid,None,None,None,None,None,Creative,Euphoric,Uplifted,Happy,Energetic,None,None,None,None,None,None,0,5,0
58338,Kaboom,Hybrid,Depression, Stress, Pain, Nausea,None,Happy, Uplifted, Energetic, Creative, Euphoric, Dry Mouth, Paranoid, Anxious,Earthy, Pine,None,4,8,2
59056,Watermelon,Indica,Stress, Insomnia, Pain, Depression, Lack of Appetite,Relaxed, Happy, Euphoric, Sleepy, Hungry, Dry Mouth, Anxious,None,Sweet, Berry, Grape,5,7,3
59191,Blackberry Diesel,Hybrid,Stress, Depression, Lack of Appetite,None,None,Happy, Energetic, Relaxed, Euphoric, Talkative, Dry Mouth, Anxious,None,None,None,None,3,7,0
59311,Devil Fruit,Hybrid,Stress, Depression, Insomnia, Pain,None,Relaxed, Happy, Euphoric, Focused, Hungry, Dry Mouth, Anxious, Paranoid,Pepper, Sweet,None,4,8,2
59474,Kushberry,Indica,Stress, Insomnia, Pain, Depression,None,Relaxed, Happy, Euphoric, Sleepy, Uplifted, Dry Mouth, Anxious,None,Berry, Sweet, Earthy,4,7,3
59724,Super Slutty Hayes,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Earthy,None,None,0,0,1
59916,Casper OG,Hybrid,Insomnia, Stress, Depression,None,None,Relaxed, Uplifted, Happy, Sleepy,None,None,None,None,Earthy, Pine, Sweet,3,4,3
61283,Temple Haze,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Earthy,Skunk,Sweet,0,0,3
61294,Outlaw,Hybrid,Depression, Pain, Stress,None,None,Euphoric, Energetic, Uplifted, Creative, Horny,None,None,None,Earthy,None,None,3,5,1
61926,Green Kush,Hybrid,Stress, Pain, Depression, Nausea, Insomnia,Euphoric, Hungry, Energetic, Sleepy, Relaxed, Dry Mouth, Paranoid,None,Citrus, Sweet, Earthy,5,7,3
62066,Hurkle,Hybrid,None,None,None,None,None,Relaxed,Happy,Hungry,Focused,Sleepy,None,None,None,None,None,None,0,5,0
62919,Sour Haze,Hybrid,Stress, Depression, Pain,None,None,Uplifted, Euphoric, Focused, Happy, Energetic, Dry Mouth, Paranoid, Anxious,Citrus, Skunk, Sweet,3,8,3
63119,Mendo Breath,Hybrid,Stress, Pain, Insomnia, Depression,None,Relaxed, Happy, Euphoric, Sleepy, Uplifted, Dry Mouth, Paranoid, Anxious,Earthy, Pine,None,4,8,2
63315,Rockstar,Hybrid,Stress, Depression, Pain, Insomnia, Inflammation,Relaxed, Sleepy, Happy, Euphoric, Uplifted, Dry Mouth, Anxious, Paranoid,Earthy,None,None,5,8,1
63701,CBD Mango Haze,Hybrid,Stress, Pain, Inflammation, Depression,None,Focused, Uplifted, Energetic, Relaxed, Happy, Paranoid, Dry Mouth,None,Pepper, Mango,None,4,7,2
63709,Grimace OG,Hybrid,Depression, Insomnia, Lack of Appetite,None,None,Sleepy, Euphoric, Relaxed, Horny, Happy, Dry Mouth,None,None,None,None,None,3,6,0
64241,Harlesin,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Pungent,Skunk,Diesel,0,0,3
64257,Treasure Island,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Tropical,Pungent,Earthy,0,0,3
