test_id,test_strain,type,ailment_1,ailment_2,ailment_3,ailment_4,ailment_5,effects_1,effects_2,effects_3,effects_4,effects_5,effects_6,effects_7,effects_8,flavor_1,flavor_2,flavor_3,ailment_count,effects_count,flavor_count,thc_max,cbd_max,thc_cbd,cbd_thc,inventory_type,chemotype,strain_leafly_page_rank,strain_leafly_review_rank,strain_tests,strain_chemotype,strain_prop_chemotype1,strain_prop_chemotype2,strain_prop_chemotype3,strain_modal_chemo_prop
59056,Watermelon,Indica,Stress, Insomnia, Pain, Depression, Lack of Appetite,Relaxed, Happy, Euphoric, Sleepy, Hungry, Dry Mouth, Anxious,None,Sweet, Berry, Grape,5,7,3,18.2662,0.1,182.66,0.01,Flower Lot,1,276,115,9,1,0.7777778,0.2222222,0,0.7777778
59191,Blackberry Diesel,Hybrid,Stress, Depression, Lack of Appetite,None,None,Happy, Energetic, Relaxed, Euphoric, Talkative, Dry Mouth, Anxious,None,None,None,None,3,7,0,15.3344,0.13,117.96,0.01,Flower Lot,1,1117,150,39,1,1,0,0,1
59311,Devil Fruit,Hybrid,Stress, Depression, Insomnia, Pain,None,Relaxed, Happy, Euphoric, Focused, Hungry, Dry Mouth, Anxious, Paranoid,Pepper, Sweet,None,4,8,2,21.68,0.03,722.67,0,Flower Lot,1,636,150,1,1,1,0,0,1
59474,Kushberry,Indica,Stress, Insomnia, Pain, Depression,None,Relaxed, Happy, Euphoric, Sleepy, Uplifted, Dry Mouth, Anxious,None,Berry, Sweet, Earthy,4,7,3,14.5474,0.35,41.56,0.02,Flower Lot,1,387,136,24,1,1,0,0,1
59724,Super Slutty Hayes,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Earthy,None,None,0,0,1,18.0523,0.12,150.44,0.01,Flower Lot,1,0,0,0,0,0,0,0,0
59916,Casper OG,Hybrid,Insomnia, Stress, Depression,None,None,Relaxed, Uplifted, Happy, Sleepy,None,None,None,None,Earthy, Pine, Sweet,3,4,3,20.6964,0.17,121.74,0.01,Flower Lot,1,1184,145,30,1,1,0,0,1
61283,Temple Haze,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Earthy,Skunk,Sweet,0,0,3,9.7839,0,0,0,Flower Lot,1,0,0,0,0,0,0,0,0
61294,Outlaw,Hybrid,Depression, Pain, Stress,None,None,Euphoric, Energetic, Uplifted, Creative, Horny,None,None,None,Earthy,None,None,3,5,1,9.76251,0,0,0,Marijuana Mix,1,1281,150,48,1,1,0,0,1
61926,Green Kush,Hybrid,Stress, Pain, Depression, Nausea, Insomnia,Euphoric, Hungry, Energetic, Sleepy, Relaxed, Dry Mouth, Paranoid,None,Citrus, Sweet, Earthy,5,7,3,19.5,0.1,195,0.01,Flower Lot,1,803,145,39,1,1,0,0,1
62919,Sour Haze,Hybrid,Stress, Depression, Pain,None,None,Uplifted, Euphoric, Focused, Happy, Energetic, Dry Mouth, Paranoid, Anxious,Citrus, Skunk, Sweet,3,8,3,77.15,1.42,54.33,0.02,Hydrocarbon Wax,1,721,146,50,1,1,0,0,1
63119,Mendo Breath,Hybrid,Stress, Pain, Insomnia, Depression,None,Relaxed, Happy, Euphoric, Sleepy, Uplifted, Dry Mouth, Paranoid, Anxious,Earthy, Pine,None,4,8,2,15.1844,0.32,47.45,0.02,Flower Lot,1,153,103,43,1,1,0,0,1
63315,Rockstar,Hybrid,Stress, Depression, Pain, Insomnia, Inflammation,Relaxed, Sleepy, Happy, Euphoric, Uplifted, Dry Mouth, Anxious, Paranoid,Earthy,None,None,5,8,1,13.81719,0.11,125.61,0.01,Flower Lot,1,181,94,32,1,1,0,0,1
63701,CBD Mango Haze,Hybrid,Stress, Pain, Inflammation, Depression,None,Focused, Uplifted, Energetic, Relaxed, Happy, Paranoid, Dry Mouth,None,Pepper, Mango,None,4,7,2,2.4025,6.96,0.35,2.9,Flower Lot,2,366,148,11,2,0.4545455,0.5454546,0,0.5454546
63709,Grimace OG,Hybrid,Depression, Insomnia, Lack of Appetite,None,None,Sleepy, Euphoric, Relaxed, Horny, Happy, Dry Mouth,None,None,None,None,None,3,6,0,13.575,0.12,113.13,0.01,Flower Lot,1,1537,152,28,1,1,0,0,1
64241,Harlesin,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Pungent,Skunk,Diesel,0,0,3,19.01275,43.86,0.43,2.31,Hydrocarbon Wax,2,32,40,1205,2,0.3585062,0.586722,0.0547718,0.586722
64257,Treasure Island,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Tropical,Pungent,Earthy,0,0,3,16.72457,39.11,0.43,2.34,Hydrocarbon Wax,2,1107,148,24,2,0,0.75,0.25,0.75
64899,Dutch Dragon,Hybrid,Depression, Inflammation, Stress, Pain,None,Euphoric, Creative, Relaxed, Focused, Happy, Anxious, Paranoid,None,Citrus, Sweet,None,4,7,2,23.69,0,0,0,Flower Lot,1,687,141,37,1,1,0,0,1
65036,Purple Power,Hybrid,Lack of Appetite, Stress, Depression,None,None,Happy, Relaxed, Uplifted, Talkative, Energetic, Dry Mouth,None,None,Earthy, Sweet,None,3,6,2,17.46,0.05,349.2,0,Flower Lot,1,838,149,45,1,1,0,0,1
66062,Purple Widow,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Citrus,Lemon,Grapefruit,0,0,3,15.2267,0.17,89.57,0.01,Flower Lot,1,752,144,15,1,1,0,0,1
66103,Sugar Mama,Indica,Stress, Depression, Pain, Insomnia,None,Euphoric, Relaxed, Happy, Uplifted, Horny, Dry Mouth,None,None,Sweet, Citrus,None,4,6,2,14.1366,0.2,70.68,0.01,Flower Lot,1,827,147,32,1,1,0,0,1
66585,Stone Free,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Earthy,Honey,Pungent,0,0,3,22.8335,0.14,163.1,0.01,Flower Lot,1,0,0,0,0,0,0,0,0
67065,Cambodian,Sativa,None,None,None,None,None,Energetic, Talkative, Happy, Relaxed, Uplifted,None,None,None,Earthy,None,None,0,5,1,20.33,0.13,156.38,0.01,Flower Lot,1,1320,152,1,1,1,0,0,1
68297,Purple Goo,Hybrid,Stress, Pain, Depression,None,None,Relaxed, Euphoric, Happy, Talkative, Hungry, Dry Mouth, Paranoid,None,Lavender, Pine,None,3,7,2,16.59,0.09,184.33,0.01,Flower Lot,1,869,150,74,1,0.9324324,0.0675676,0,0.9324324
68452,Vanilluna,Hybrid,None,None,None,None,None,Sleepy,Happy,Relaxed,None,None,None,None,None,None,None,None,0,3,0,14.82,0,0,0,Flower Lot,1,1702,151,3,1,1,0,0,1
68538,Sunshine Daydream,Hybrid,Inflammation, Pain, Depression, Nausea, Insomnia,Relaxed, Euphoric, Happy, Hungry, Uplifted, Dry Mouth, Anxious,None,Sweet, Citrus, Blueberry,5,7,3,21.76,0,0,0,Flower Lot,1,534,145,20,1,1,0,0,1
68629,The One,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Diesel,Earthy,Citrus,0,0,3,67.9421,0.23,295.4,0,CO2 Hash Oil,1,1195,150,2,1,1,0,0,1
68705,Raspberry Cough,Hybrid,Stress, Depression, Pain, Nausea,None,Happy, Uplifted, Focused, Euphoric, Relaxed, Dry Mouth, Anxious,None,Berry, Sweet, Earthy,4,7,3,20.9172,0.14,149.41,0.01,Flower Lot,1,465,138,16,1,1,0,0,1
68729,Sugar Kush,Hybrid,Insomnia, Stress, Lack of Appetite, Pain,None,Relaxed, Sleepy, Hungry, Happy, Tingly, Dry Mouth,None,None,Sweet, Earthy,None,4,6,2,16.2852,0.58,28.08,0.04,Flower Lot,1,669,142,8,1,1,0,0,1
69016,Blue Blood,Hybrid,Stress, Inflammation, Muscle Spasms, Pain, Depression,Relaxed, Euphoric, Sleepy, Creative, Happy, Dry Mouth,None,None,Blueberry, Earthy, Sweet,5,6,3,3.9,11.6,0.34,2.97,Flower Lot,2,1353,148,4,1,0.5,0.5,0,0.5
69290,5th Element,Hybrid,Pain, Stress, Depression, Lack of Appetite,None,Relaxed, Happy, Euphoric, Creative, Tingly,None,None,None,Earthy, Sweet,None,4,5,2,24.4005,0.17,143.53,0.01,Flower Lot,1,822,152,25,1,1,0,0,1
69708,StarBud,Hybrid,Insomnia, Stress, Pain, Lack of Appetite, Muscle Spasms,Relaxed, Euphoric, Happy, Sleepy, Hungry, Dry Mouth, Anxious,None,Earthy,None,None,5,7,1,16.0721,0.1,160.72,0.01,Flower Lot,1,1104,142,14,1,1,0,0,1
69780,Incredible Hulk,Sativa,Pain, Lack of Appetite, Insomnia, Stress, Depression,Happy, Uplifted, Focused, Euphoric, Creative, Dry Mouth, Paranoid,None,Sweet, Earthy, Citrus,5,7,3,18.47,0.05,369.4,0,Flower Lot,1,262,130,3,1,1,0,0,1
69972,Malawi,Sativa,Stress, Depression, Nausea,None,None,Energetic, Focused, Uplifted, Relaxed, Happy, Dry Mouth, Paranoid, Anxious,Earthy,None,None,3,8,1,27.7747,1.1,25.25,0.04,Flower Lot,1,473,148,20,1,0.9,0,0.1,0.9
70329,Blueberry Blast,Hybrid,Depression, Stress, Pain, Lack of Appetite,None,Happy, Relaxed, Euphoric, Uplifted, Energetic, Dry Mouth, Paranoid,None,Blueberry, Berry, Sweet,4,7,3,20,0.1,200,0.01,Flower Lot,1,989,143,69,1,1,0,0,1
70981,White Durban,Sativa,Stress, Depression, Pain,None,None,Energetic, Focused, Creative, Uplifted, Euphoric, Paranoid, Dry Mouth, Anxious,Earthy,None,None,3,8,1,24.73,0.12,206.08,0,Flower Lot,1,958,135,116,1,1,0,0,1
71040,White Dragon,Hybrid,Pain, Stress, Insomnia, Depression,None,Relaxed, Happy, Talkative, Hungry, Euphoric, Dry Mouth, Paranoid, Anxious,Earthy, Sweet,None,4,8,2,24.6175,0.21,117.23,0.01,Flower Lot,1,1589,152,18,1,1,0,0,1
71778,P-91,Hybrid,None,None,None,None,None,Euphoric,Happy,Relaxed,Creative,Energetic,None,None,None,None,None,None,0,5,0,28.1763,0.4,70.44,0.01,Flower Lot,1,914,143,698,1,0.9971347,0.0028653,0,0.9971347
71934,Sin City Kush,Hybrid,Insomnia, Stress, Depression, Muscle Spasms,None,Euphoric, Relaxed, Uplifted, Happy, Dry Mouth, Paranoid,None,None,Grape, Pine,None,4,6,2,12.1541,0.05,243.08,0,Flower Lot,1,1046,152,99,1,1,0,0,1
72002,Blackwater,Indica,Pain, Stress, Depression, Insomnia, Lack of Appetite,Relaxed, Sleepy, Happy, Euphoric, Hungry, Dry Mouth, Paranoid,None,Berry, Earthy,None,5,7,2,18.39668,0.15,122.64,0.01,Flower Lot,1,190,95,138,1,1,0,0,1
72100,Apollo 13,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Earthy,Citrus,Lemon,0,0,3,20.4079,0.8,25.51,0.04,Flower Lot,1,460,137,43,1,1,0,0,1
72243,Brazil Amazonia,Hybrid,Depression, Stress,None,None,None,Relaxed, Uplifted, Euphoric, Focused, Happy,None,None,None,Berry, Earthy,None,2,5,2,23.0974,0.47,49.14,0.02,Flower Lot,1,1559,152,32,1,1,0,0,1
72248,Sour Bubba,Hybrid,Stress, Insomnia, Pain, Depression,None,Happy, Euphoric, Uplifted, Energetic, Talkative, Dry Mouth,None,None,Pine,None,None,4,6,1,25.0706,0.15,167.14,0.01,Flower Lot,1,878,145,91,1,1,0,0,1
72959,Pineapple OG,Hybrid,Pain, Depression, Stress, Inflammation,None,Happy, Euphoric, Relaxed, Focused, Uplifted, Dry Mouth, Anxious,None,Pineapple, Lemon, Earthy,4,7,3,18.5293,0.1,185.29,0.01,Flower Lot,1,449,134,21,1,1,0,0,1
73155,Green Poison,Hybrid,Stress, Lack of Appetite, Muscle Spasms, Insomnia, Pain,Relaxed, Happy, Hungry, Euphoric, Sleepy, Dry Mouth, Paranoid,None,Sweet, Citrus,None,5,7,2,21.6,0.1,216,0,Flower Lot,1,337,128,20,1,1,0,0,1
73924,Big Wreck,Hybrid,Stress, Insomnia, Depression, Lack of Appetite, Muscle Spasms,Euphoric, Relaxed, Uplifted, Tingly, Happy, Dry Mouth, Paranoid,None,Earthy,None,None,5,7,1,24.6828,0.67,36.84,0.03,Flower Lot,1,1467,149,69,1,1,0,0,1
74380,Pineapple Fields,Hybrid,Inflammation, Stress, Pain,None,None,Happy, Relaxed, Uplifted, Creative, Euphoric, Dry Mouth, Paranoid, Anxious,Sweet, Pineapple, Citrus,3,8,3,16.6999,0.3,55.67,0.02,Flower Lot,1,963,134,24,1,1,0,0,1
74607,Lee Roy,Hybrid,Pain, Depression, Stress, Insomnia,None,Relaxed, Sleepy, Happy, Euphoric, Creative, Dry Mouth, Paranoid,None,Lime, Earthy,None,4,7,2,14.9382,0.09,165.98,0.01,Flower Lot,1,783,137,14,1,1,0,0,1
75728,Space Dawg,Indica,Pain, Nausea, Stress, Muscle Spasms,None,Relaxed, Euphoric, Uplifted, Talkative, Dry Mouth, Anxious,None,None,Sweet, Earthy, Berry,4,6,3,22.5,0.1,225,0,Flower Lot,1,1145,148,13,1,1,0,0,1
75875,Berry Wreck,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0,1,22.7642,0.73,31.18,0.03,Flower Lot,1,0,0,0,0,0,0,0,0
76231,G Force,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Pine,Pungent,Woody,0,0,3,14.77355,0.2,73.87,0.01,Flower Lot,1,1593,152,48,1,1,0,0,1
76513,Critical Kali Mist,Sativa,Depression, Stress, Muscle Spasms,None,None,Creative, Focused, Uplifted, Happy, Euphoric, Paranoid, Dry Mouth,None,Pine, Sweet, Earthy,3,7,3,8.21616,0,0,0,Flower Lot,1,1439,151,57,1,1,0,0,1
76620,Pineapple Punch,Hybrid,Depression, Stress, Lack of Appetite, Insomnia,None,Energetic, Uplifted, Creative, Horny, Happy, Dry Mouth,None,None,Pineapple,None,None,4,6,1,20.1517,0.07,287.88,0,Flower Lot,1,968,150,18,1,1,0,0,1
77882,Blue Steel,Hybrid,Pain, Stress,None,None,None,Uplifted, Creative, Euphoric, Relaxed,None,None,None,None,Blueberry,None,None,2,4,1,21.33982,0.02,1066.99,0,Flower Lot,1,1291,151,16,1,1,0,0,1
77935,A-Train,Hybrid,None,None,None,None,None,Creative,Euphoric,Relaxed,Happy,Hungry,None,None,None,None,None,None,0,5,0,19.31042,0.02,965.52,0,Flower Lot,1,947,146,156,1,1,0,0,1
80723,Fat Purple,Hybrid,Pain, Stress, Insomnia,None,None,Happy, Horny, Euphoric, Relaxed,None,None,None,None,Berry, Grape, Sweet,3,4,3,12.8726,0.05,257.45,0,Flower Lot,1,1412,149,31,1,1,0,0,1
80912,Fighting Buddha,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Pungent,Woody,Flowery,0,0,3,22.3496,0.2,111.75,0.01,Flower Lot,1,1456,152,3,1,1,0,0,1
82164,Super Bud,Hybrid,Insomnia, Lack of Appetite, Pain, Stress,None,Relaxed, Sleepy, Happy, Creative, Dry Mouth, Anxious,None,None,Citrus, Mint,None,4,6,2,14.3743,0.1,143.74,0.01,Flower Lot,1,1034,152,5,1,1,0,0,1
83581,Gelato,Hybrid,None,None,None,None,None,Relaxed,Happy,Euphoric,Uplifted,Creative,None,None,None,None,None,None,0,5,0,24.0343,0.17,141.38,0.01,Flower Lot,1,20,29,162,1,1,0,0,1
86090,Pineapple Purps,Sativa,Inflammation, Depression,None,None,None,Relaxed, Creative, Uplifted, Happy, Talkative, Dry Mouth, Anxious,None,Pineapple, Sweet, Earthy,2,7,3,21.38951,0.18,118.83,0.01,Flower Lot,1,764,152,8,1,1,0,0,1
86806,Grizzly Purple Kush,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Skunk,Berry,Blueberry,0,0,3,73.2,0.4,183,0.01,Hydrocarbon Wax,1,0,0,0,0,0,0,0,0
87070,Strawberry Cheesecake,Hybrid,Depression, Pain, Lack of Appetite, Stress,None,Relaxed, Uplifted, Happy, Euphoric, Hungry, Dry Mouth, Paranoid, Anxious,Strawberry, Sweet,None,4,8,2,23.402,1,23.4,0.04,Flower Lot,1,332,133,25,1,1,0,0,1
87118,Super Jack,Hybrid,Depression, Stress, Lack of Appetite, Pain,None,Energetic, Happy, Uplifted, Focused, Creative, Dry Mouth, Anxious, Paranoid,Sweet, Earthy,None,4,8,2,73.1477,1.6,45.72,0.02,Hydrocarbon Wax,1,365,127,84,1,1,0,0,1
87670,Whitaker Blues,Hybrid,Stress, Insomnia, Depression, Pain,None,Relaxed, Sleepy, Happy, Uplifted, Euphoric, Dry Mouth,None,None,Sweet, Apple,None,4,6,2,14.3074,0,0,0,Flower Lot,1,1522,150,6,2,0.3333333,0.6666667,0,0.6666667
87824,Big Skunk,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Earthy,Pungent,Woody,0,0,3,12.5256,0.22,56.93,0.02,Flower Lot,1,478,139,133,1,1,0,0,1
88764,Tangilope,Hybrid,Depression, Stress, Pain, Lack of Appetite,None,Happy, Uplifted, Creative, Euphoric, Talkative, Dry Mouth, Paranoid,None,Citrus, Sweet,None,4,7,2,16.1,0.1,161,0.01,Flower Lot,1,571,136,107,1,1,0,0,1
89165,Cookies Kush,Indica,Stress, Lack of Appetite, Insomnia, Depression, Pain,Relaxed, Happy, Hungry, Euphoric, Sleepy, Dry Mouth, Paranoid, Anxious,Sweet, Earthy,None,5,8,2,23.3635,1.1,21.24,0.05,Flower Lot,1,109,115,432,1,0.9907407,0.0092593,0,0.9907407
89444,Purple Berry,Hybrid,Pain, Nausea, Stress, Insomnia,None,Relaxed, Euphoric, Sleepy, Tingly, Uplifted, Dry Mouth, Paranoid, Anxious,Berry, Blueberry, Sweet,4,8,3,14.732,0.1,147.32,0.01,Flower Lot,1,586,145,93,1,1,0,0,1
90186,Hawaiian Diesel,Hybrid,Stress, Lack of Appetite, Pain, Depression,None,Happy, Relaxed, Uplifted, Creative, Horny, Dry Mouth, Anxious,None,Citrus,None,None,4,7,1,76.9,0.3,256.33,0,Hydrocarbon Wax,1,1221,148,55,1,1,0,0,1
91262,Magnum PI,Sativa,Depression, Stress,None,None,None,Uplifted, Focused, Energetic, Euphoric, Creative,None,None,None,Citrus, Pine,None,2,5,2,21.4557,1,21.46,0.05,Flower Lot,1,1656,149,15,1,1,0,0,1
92044,Superstar,Hybrid,None,None,None,None,None,Relaxed,Focused,Euphoric,Uplifted,Happy,None,None,None,None,None,None,0,5,0,25.8052,1,25.81,0.04,Flower Lot,1,1481,151,82,1,1,0,0,1
92049,Blue Fire,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Earthy,Sage,Spicy/Herbal,0,0,3,66.13848,0.14,472.42,0,Hash,1,0,0,0,0,0,0,0,0
92788,Purple People Eater,Hybrid,Depression, Stress,None,None,None,Uplifted, Creative, Euphoric, Focused, Relaxed,None,None,None,Grape,None,None,2,5,1,72.7,0.2,363.5,0,Hydrocarbon Wax,1,0,0,0,0,0,0,0,0
93188,Kandahar,Hybrid,Insomnia, Depression, Pain, Stress,None,Relaxed, Sleepy, Uplifted, Euphoric,None,None,None,None,Earthy,None,None,4,4,1,11.8471,0.07,169.24,0.01,Flower Lot,1,0,0,0,0,0,0,0,0
93696,Pineapple Jack,Hybrid,Stress, Depression, Lack of Appetite,None,None,Relaxed, Energetic, Uplifted, Happy, Focused, Dry Mouth, Paranoid,None,Pineapple, Citrus, Sweet,3,7,3,81.5,0.2,407.5,0,CO2 Hash Oil,1,447,143,2,1,1,0,0,1
94251,Commerce City Kush,Hybrid,Insomnia, Pain, Stress, Depression,None,Euphoric, Happy, Relaxed, Sleepy, Talkative, Dry Mouth,None,None,Sweet,None,None,4,6,1,27.7085,0.19,145.83,0.01,Flower Lot,1,0,0,0,0,0,0,0,0
94579,Wonder,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0,1,15.7367,0,0,0,Flower Lot,1,0,0,0,0,0,0,0,0
95375,Dreamweaver,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Earthy,Spicy/Herbal,Woody,0,0,3,18.5823,0,0,0,Flower Lot,1,998,148,133,1,1,0,0,1
95613,King Louis XIII,Hybrid,Stress, Insomnia, Pain, Depression, Muscle Spasms,Relaxed, Sleepy, Happy, Euphoric, Hungry, Dry Mouth, Paranoid, Anxious,Earthy, Pine,None,5,8,2,20.0631,0.2,100.32,0.01,Flower Lot,1,89,56,11,1,1,0,0,1
96132,Mother Tongue,Sativa,Lack of Appetite, Stress, Pain, Inflammation,None,Euphoric, Happy, Relaxed, Hungry, Sleepy, Paranoid, Anxious, Dry Mouth,Earthy,None,None,4,8,1,15.0213,0.2,75.11,0.01,Flower Lot,1,1227,148,43,1,1,0,0,1
96660,Strawberry Fields,Hybrid,Stress, Pain, Muscle Spasms, Depression, Insomnia,Relaxed, Euphoric, Happy, Uplifted, Hungry, Dry Mouth, Paranoid,None,Strawberry, Berry, Sweet,5,7,3,16.15659,0.03,538.55,0,Flower Lot,1,438,131,162,1,1,0,0,1
96701,LA Ultra,Indica,Insomnia, Stress, Pain,None,None,Relaxed, Euphoric, Happy, Sleepy, Tingly, Dry Mouth, Paranoid,None,Lemon,None,None,3,7,1,84.20747,0.86,97.92,0.01,Hydrocarbon Wax,1,1685,152,4,1,1,0,0,1
96811,Pakistan Valley Kush,Indica,Insomnia, Stress, Depression, Pain, Lack of Appetite,Relaxed, Happy, Sleepy, Euphoric, Uplifted, Dry Mouth,None,None,Pine, Sweet, Earthy,5,6,3,69.7221,0.22,316.92,0,Hydrocarbon Wax,1,812,144,23,1,1,0,0,1
97199,Incredible Bulk,Indica,Stress, Muscle Spasms, Insomnia, Pain, Lack of Appetite,Relaxed, Happy, Tingly, Sleepy, Dry Mouth, Paranoid, Anxious,None,Earthy, Citrus,None,5,7,2,16.3091,1.69,9.65,0.1,Flower Lot,1,266,129,86,1,0.9302326,0.0697674,0,0.9302326
97294,Blackberry Cream,Hybrid,Depression, Stress, Insomnia, Muscle Spasms, Pain,Relaxed, Happy, Euphoric, Uplifted, Sleepy, Dry Mouth,None,None,Berry, Sweet,None,5,6,2,13.2279,2.67,4.95,0.2,Flower Lot,2,1097,150,56,1,0.9642857,0.0357143,0,0.9642857
98036,Sour Pebbles,Hybrid,Stress, Depression, Pain, Nausea,None,Happy, Euphoric, Hungry, Creative, Dry Mouth,None,None,None,Sweet, Berry,None,4,5,2,21.21934,0.04877,435.09,0,Flower Lot,1,1392,150,16,1,1,0,0,1
98985,Aloha,Hybrid,Depression, Stress, Pain,None,None,Energetic, Uplifted, Happy, Creative, Focused, Dry Mouth, Anxious,None,Sweet, Citrus,None,3,7,2,18.8,0.1,188,0.01,Flower Lot,1,1028,143,63,1,0.968254,0.031746,0,0.968254
99233,Sour Jack,Hybrid,Depression, Stress, Pain,None,None,Energetic, Happy, Creative, Uplifted, Euphoric, Dry Mouth, Anxious, Paranoid,Citrus,None,None,3,8,1,19.0293,0,0,0,Flower Lot,1,314,123,29,1,1,0,0,1
99532,CBD Shark,Indica,Pain, Stress, Inflammation, Depression,None,Relaxed, Happy, Sleepy, Focused, Euphoric, Dry Mouth, Paranoid, Anxious,Earthy, Pine,None,4,8,2,4.7,8.8,0.53,1.87,Flower Lot,2,330,131,8,2,0.25,0.75,0,0.75
99682,Blue Dot,Sativa,Stress, Pain, Depression, Nausea,None,Uplifted, Energetic, Relaxed, Happy, Focused, Dry Mouth, Paranoid, Anxious,Earthy, Berry,None,4,8,2,27.4438,0.17,161.43,0.01,Flower Lot,1,1122,149,41,1,1,0,0,1
99696,Lemon G,Hybrid,Pain, Stress, Depression, Inflammation, Nausea,Focused, Happy, Relaxed, Uplifted, Creative, Dry Mouth, Paranoid,None,Lemon, Citrus, Sweet,5,7,3,76.03442,0.16,475.22,0,Hydrocarbon Wax,1,466,135,28,1,1,0,0,1
101457,Very Berry Haze,Hybrid,Pain, Inflammation, Muscle Spasms,None,None,Happy, Focused, Uplifted, Euphoric, Hungry, Dry Mouth, Anxious, Paranoid,Berry, Sweet,None,3,8,2,27.1654,0.21,129.36,0.01,Flower Lot,1,887,145,93,1,1,0,0,1
102248,Twizzler,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Mango,Earthy,Pine,0,0,3,20.3801,0.11,185.27,0.01,Flower Lot,1,0,0,0,0,0,0,0,0
102271,Extreme OG,Hybrid,Pain, Stress, Muscle Spasms, Lack of Appetite, Nausea,Relaxed, Sleepy, Hungry, Happy, Horny, Dry Mouth,None,None,Lime, Earthy, Citrus,5,6,3,15.6467,0.1,156.47,0.01,Flower Lot,1,790,149,17,1,1,0,0,1
102276,Colombian Gold,Hybrid,Depression, Stress, Pain, Lack of Appetite, Inflammation,Euphoric, Happy, Uplifted, Energetic, Relaxed, Dry Mouth, Paranoid,None,Earthy, Sweet,None,5,7,2,19.6963,0.14,140.69,0.01,Flower Lot,1,185,125,252,1,0.8928571,0.1071429,0,0.8928571
103783,Tangie Ghost Train,Sativa,Depression, Lack of Appetite, Stress,None,None,Uplifted, Energetic, Euphoric, Focused, Happy,None,None,None,Sweet, Citrus,None,3,5,2,16.7999,0.3,56,0.02,Flower Lot,1,0,0,0,0,0,0,0,0
104469,Himalayan Blackberry,Indica,Insomnia, Stress, Depression, Lack of Appetite,None,Sleepy, Happy, Tingly, Euphoric, Relaxed, Dry Mouth,None,None,Berry, Blueberry,None,4,6,2,17.9,0,0,0,Flower Lot,1,1541,143,95,1,1,0,0,1
104662,Narnia,Sativa,Stress, Depression, Pain, Lack of Appetite,None,Creative, Energetic, Focused, Uplifted, Happy, Dry Mouth, Paranoid, Anxious,Sweet, Earthy, Citrus,4,8,3,23.1,0.1,231,0,Flower Lot,1,506,133,299,1,1,0,0,1
104663,Appalachian Power,Sativa,None,None,None,None,None,Euphoric, Creative, Focused, Talkative, Uplifted,None,None,None,Grape, Sweet,None,0,5,2,21,0.1,210,0,Flower Lot,1,1694,150,122,1,1,0,0,1
105062,Pacific Blue,Indica,Stress, Insomnia, Pain, Depression,None,Happy, Tingly, Relaxed, Sleepy, Euphoric, Dry Mouth,None,None,Blueberry, Berry,None,4,6,2,21.79399,0.19,114.71,0.01,Flower Lot,1,1511,142,48,1,1,0,0,1
105659,Sour Bubble,Indica,Pain, Depression, Nausea, Insomnia, Stress,Relaxed, Sleepy, Happy, Creative, Dry Mouth, Anxious,None,None,Sweet, Earthy,None,5,6,2,12.5803,0.05,251.61,0,Flower Lot,1,751,146,23,1,1,0,0,1
106004,Blueberry Dream,Hybrid,Stress, Depression, Pain, Insomnia,None,Relaxed, Euphoric, Happy, Focused, Creative, Dry Mouth,None,None,Blueberry, Berry, Earthy,4,6,3,20.6356,0.17,121.39,0.01,Flower Lot,1,674,134,40,1,1,0,0,1
106037,Lucy,Hybrid,None,None,None,None,None,Relaxed,Sleepy,Uplifted,Happy,Hungry,None,None,None,None,None,None,0,5,0,32.05062,33.8,0.95,1.05,Hydrocarbon Wax,2,902,148,2,2,0,1,0,1
106437,Clementine,Hybrid,Stress, Pain, Depression, Nausea,None,Happy, Energetic, Euphoric, Relaxed, Uplifted, Dry Mouth, Anxious,None,Citrus, Orange, Sweet,4,7,3,24.4774,0.6,40.8,0.02,Flower Lot,1,232,102,49,1,1,0,0,1
106695,Bogglegum,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Sweet,Earthy,Berry,0,0,3,15.8229,0.15,105.49,0.01,Flower Lot,1,1523,151,182,1,1,0,0,1
106801,Hempstar,Sativa,Stress, Depression, Nausea, Pain, Lack of Appetite,Happy, Focused, Relaxed, Euphoric, Uplifted, Dry Mouth, Paranoid,None,Earthy,None,None,5,7,1,22.905,0.18,127.25,0.01,Flower Lot,1,476,139,22,1,1,0,0,1
