test_id,test_strain,type,ailment_1,ailment_2,ailment_3,ailment_4,ailment_5,effects_1,effects_2,effects_3,effects_4,effects_5,effects_6,effects_7,effects_8,flavor_1,flavor_2,flavor_3,thc_max,cbd_max,inventory_type,chemotype,strain_category,strain_leafly_page_rank,strain_leafly_review_rank,strain_tests,strain_chemotype,strain_prop_chemotype1,strain_prop_chemotype2,strain_prop_chemotype3,strain_modal_chemo_prop
41093,Purple Star,Hybrid,Pain, Insomnia, Depression, Muscle Spasms,,Tingly, Sleepy, Hungry, Relaxed, Uplifted, Dry Mouth, Anxious,,Berry, Citrus, Pine,17.9569,0.65,Flower Lot,1,Indica,1242,149,22,1,1,0,0,1
42509,PowerNap,Hybrid,,,,,,,,,,,,,,Diesel,Citrus,Woody,20.6132,0.11,Flower Lot,1,,,,,,,,,
42515,Tangie,Hybrid,Stress, Depression, Pain, Lack of Appetite,,Happy, Uplifted, Energetic, Euphoric, Relaxed, Dry Mouth, Anxious, Paranoid,Citrus, Orange, Sweet,72.4905,0.61,Hydrocarbon Wax,1,Sativa,38,34,759,1,0.9947299,0.002635,0.002635,0.9947299
42522,Cherries Jubilee,Indica,Stress, Depression, Pain, Nausea,,Euphoric, Relaxed, Uplifted, Happy, Horny, Dry Mouth,,,Berry, Sweet,,69,4.9,CO2 Hash Oil,1,Indica,1607,150,551,1,0.9836661,0.0108893,0.0054446,0.9836661
43710,Monolith,Indica,Insomnia, Lack of Appetite, Pain, Stress, Depression,Relaxed, Sleepy, Tingly, Euphoric, Focused,,,,Earthy, Pine,,24.93,0.04,Flower Lot,1,Indica,1844,148,68,1,1,0,0,1
43955,Black Domina,Hybrid,Stress, Depression, Pain, Insomnia, Lack of Appetite,Relaxed, Sleepy, Euphoric, Happy, Uplifted, Dry Mouth, Paranoid,,Pine, Pepper,,15.74873,0,Flower Lot,1,Indica,176,121,108,1,0.962963,0.037037,0,0.962963
44186,Starfighter,Hybrid,,,,,,Euphoric,Relaxed,Happy,Uplifted,Creative,,,,,,,77.28,0.38,Hydrocarbon Wax,1,Hybrid,399,148,45,1,1,0,0,1
45542,Blue Diamond,Hybrid,Stress, Depression, Pain,,,Euphoric, Relaxed, Happy, Uplifted, Sleepy, Paranoid, Dry Mouth, Anxious,Sweet, Earthy,,21.9157,0.11,Flower Lot,1,Indica,428,143,13,1,1,0,0,1
45871,Lime Skunk,Hybrid,Depression, Stress, Pain, Muscle Spasms,,Uplifted, Creative, Relaxed, Happy, Euphoric, Dry Mouth, Anxious,,Lime, Citrus, Lemon,24.6789,0.25,Flower Lot,1,Sativa,716,125,62,1,1,0,0,1
46201,Night Nurse,Hybrid,Pain, Insomnia, Stress, Muscle Spasms,,Relaxed, Sleepy, Happy, Tingly, Hungry, Dry Mouth,,,Sweet, Earthy,,19.5678,0,Flower Lot,1,Indica,809,146,200,1,0.98,0.02,0,0.98
46225,Ortega,Hybrid,Depression, Pain,,,,Relaxed, Uplifted, Euphoric, Sleepy, Dry Mouth,,,,Pepper, Earthy,,17.2753,0.1,Flower Lot,1,,,,,,,,,
46391,Blockhead,Hybrid,,,,,,Relaxed,Happy,Hungry,Uplifted,Euphoric,,,,,,,20.3,0.18,Flower Lot,1,Hybrid,907,151,49,1,1,0,0,1
46491,Amethyst,Hybrid,,,,,,Energetic,Creative,Giggly,Hungry,Happy,,,,,,,17.39,0.14,Flower Lot,1,Hybrid,1335,152,26,1,1,0,0,1
47637,Quin-N-Tonic,Indica,Stress, Pain, Depression, Nausea, Lack of Appetite,Relaxed, Happy, Focused, Hungry, Sleepy, Dry Mouth,,,Sweet, Blueberry,,21.0533,0.1,Flower Lot,1,Indica,1652,151,43,1,0.8604651,0.1395349,0,0.8604651
47756,Bubba OG,Hybrid,Stress, Pain, Depression, Insomnia, Nausea,Relaxed, Happy, Sleepy, Uplifted, Euphoric, Dry Mouth, Paranoid,,Earthy, Sweet,,22.65,0.1,Flower Lot,1,Indica,186,112,5,1,1,0,0,1
47814,Firehouse,Hybrid,,,,,,,,,,,,,,Diesel,Pungent,Earthy,19.86079,0,Flower Lot,1,,,,,,,,,
47895,Primus,Hybrid,Stress, Lack of Appetite, Pain, Insomnia, Depression,Relaxed, Happy, Euphoric, Uplifted, Creative, Dry Mouth, Anxious, Paranoid,Sweet, Earthy, Citrus,25.2699,0,Flower Lot,1,Indica,704,132,486,1,0.9958848,0.0041152,0,0.9958848
48108,Cascadia Kush,Indica,Depression, Pain, Stress, Insomnia,,Relaxed, Euphoric, Tingly, Sleepy, Happy, Dry Mouth,,,Earthy, Sweet,,21.59608,0.09,Flower Lot,1,Indica,1805,151,114,1,1,0,0,1
48647,Sour Urkle,Hybrid,,,,,,,,,,,,,,Earthy,Pine,Diesel,15.47328,0,Flower Lot,1,Hybrid,1150,146,25,1,1,0,0,1
48722,Cactus,Indica,Pain, Stress, Nausea,,,Relaxed, Happy, Euphoric, Uplifted, Talkative, Dry Mouth, Paranoid,,Citrus, Earthy,,24.81,0.36,Flower Lot,1,Indica,690,121,260,1,1,0,0,1
49064,Nigerian Nightmare,Hybrid,,,,,,,,,,,,,,Earthy,Woody,Spicy/Herbal,12.8588,0.09,Flower Lot,1,,,,,,,,,
49068,Skunkberry,Hybrid,,,,,,Relaxed,Happy,Euphoric,Uplifted,Creative,,,,,,,12.9372,0.11,Flower Lot,1,Hybrid,577,124,130,1,1,0,0,1
49156,Dark Side of the Moon,Hybrid,Stress, Insomnia, Depression, Pain,,Relaxed, Sleepy, Euphoric, Happy, Uplifted, Dry Mouth, Paranoid, Anxious,Earthy, Berry, Sweet,19.4332,0.13,Flower Lot,1,Indica,979,141,72,1,1,0,0,1
49400,Haze,Hybrid,Stress, Depression, Pain,,,Euphoric, Uplifted, Happy, Energetic, Creative, Dry Mouth, Paranoid, Anxious,Earthy, Sweet,,51.5,2.4,CO2 Hash Oil,1,Sativa,73,111,59,1,0.9661017,0.0338983,0,0.9661017
49418,White Buffalo,Sativa,Stress, Depression, Pain,,,Happy, Uplifted, Euphoric, Relaxed, Energetic, Dry Mouth, Anxious,,Sweet, Berry,,22.5,0.3,Flower Lot,1,Sativa,340,127,24,1,1,0,0,1
50287,Bandana,Hybrid,,,,,,Euphoric,Happy,Relaxed,Talkative,Creative,,,,,,,17.7223,0,Flower Lot,1,Hybrid,1252,148,100,1,0.95,0.05,0,0.95
50861,Strawberry Lemonade,Sativa,Stress, Depression, Pain,,,Happy, Euphoric, Energetic, Creative, Uplifted, Dry Mouth, Anxious, Paranoid,Lemon, Strawberry, Sweet,16.22001,0.25,Flower Lot,1,Sativa,343,112,172,1,0.9883721,0.0116279,0,0.9883721
51221,Kraken,Indica,Stress, Insomnia, Muscle Spasms,,,Relaxed, Sleepy, Happy, Talkative, Euphoric, Paranoid, Dry Mouth,,Earthy,,,20.79,0.08,Flower Lot,1,Indica,1159,149,76,1,1,0,0,1
51249,Black Bubba,Indica,Stress, Insomnia, Pain, Seizures, Depression,Happy, Relaxed, Sleepy, Tingly, Euphoric, Dry Mouth, Paranoid,,Earthy, Pine,,21.86,0.1,Flower Lot,1,Indica,1261,151,44,1,1,0,0,1
51392,Cuvee,Indica,Stress, Pain, Depression, Insomnia,,Euphoric, Relaxed, Uplifted, Happy, Anxious, Dry Mouth,,,Sweet, Citrus,,14.9636,0.13,Flower Lot,1,Indica,657,146,82,1,0.9756098,0.0243902,0,0.9756098
51398,Sonic Screwdriver,Hybrid,Stress, Pain, Depression,,,Happy, Euphoric, Uplifted, Creative, Dry Mouth,,,,Earthy, Citrus,,12.1672,0.49,Flower Lot,1,Sativa,896,139,84,1,1,0,0,1
51463,Alien Rift,Hybrid,Stress, Insomnia, Depression, Pain,,Relaxed, Happy, Euphoric, Hungry, Uplifted, Dry Mouth, Paranoid, Anxious,Earthy, Citrus,,20.08,0.09,Flower Lot,1,Indica,818,142,154,1,1,0,0,1
52517,Green Lantern,Hybrid,Stress, Depression, Pain,,,Uplifted, Euphoric, Happy, Hungry, Talkative, Dry Mouth, Anxious, Paranoid,Citrus, Earthy, Pine,21,0.1,Flower Lot,1,Sativa,895,150,1,1,1,0,0,1
52901,Super Green Crack,Hybrid,Depression, Stress, Lack of Appetite, Pain,,Energetic, Uplifted, Happy, Focused, Euphoric, Dry Mouth, Anxious,,Earthy, Citrus,,11.9,0.1,Flower Lot,1,Sativa,463,141,3,1,1,0,0,1
53969,Black Diamond,Hybrid,Stress, Pain, Insomnia, Depression, Inflammation,Relaxed, Happy, Euphoric, Hungry, Uplifted, Dry Mouth, Anxious, Paranoid,Earthy, Berry, Sweet,21.6234,0.3,Flower Lot,1,Indica,199,118,61,1,1,0,0,1
54021,Kushage,Hybrid,,,,,,Relaxed,Happy,Euphoric,Hungry,Tingly,,,,,,,20.97747,0.04,Flower Lot,1,Hybrid,1399,148,70,1,0.9857143,0.0142857,0,0.9857143
54211,Power Kush,Hybrid,Stress, Pain, Depression, Muscle Spasms,,Relaxed, Sleepy, Euphoric, Happy, Uplifted, Paranoid, Dry Mouth, Anxious,Sweet, Skunk, Lime,15.8306,0.09,Flower Lot,1,Indica,654,146,71,1,1,0,0,1
54396,DJ Andy Williams,Sativa,,,,,,Creative, Energetic,,,,,,,,,,22.4512,0,Flower Lot,1,Sativa,1613,150,19,1,1,0,0,1
55204,Murkle,Indica,,,,,,Giggly,,,,,,,,,,,20.96,0.03,Flower Lot,1,Hybrid,865,140,86,1,0.627907,0.372093,0,0.627907
55650,Grape OX,Hybrid,Stress, Depression, Insomnia, Pain,,Hungry, Sleepy, Relaxed, Tingly, Uplifted, Dry Mouth, Paranoid,,Grape, Sweet,,16.7999,0.1,Flower Lot,1,Indica,1344,143,140,1,1,0,0,1
55683,Herojuana,Hybrid,,,,,,Relaxed,Sleepy,Happy,Hungry,Euphoric,,,,,,,19.0432,0.2,Flower Lot,1,Indica,223,97,7,1,1,0,0,1
55784,White Strawberry Skunk,Hybrid,,,,,,,,,,,,,,Citrus,Pine,Sweet,18.2408,0.22,Flower Lot,1,Hybrid,1420,151,7,1,1,0,0,1
56060,Triangle Kush,Indica,Depression, Pain, Stress, Insomnia,,Relaxed, Euphoric, Uplifted, Happy, Sleepy, Dry Mouth, Paranoid,,Earthy, Skunk,,52.5,1.1,CO2 Hash Oil,1,Indica,275,137,37,1,1,0,0,1
56398,Stella Blue,Sativa,Depression, Stress, Nausea, Pain,,Energetic, Uplifted, Happy, Focused, Relaxed, Dry Mouth, Paranoid,,Sweet, Berry,,21.31,0.04,Flower Lot,1,Sativa,1364,150,3,1,1,0,0,1
56738,Alaskan Ice,Hybrid,Depression, Stress, Pain,,,Euphoric, Happy, Relaxed, Uplifted, Hungry, Dry Mouth, Paranoid,,Sweet, Earthy,,18.4739,0.13,Flower Lot,1,Sativa,547,140,57,1,1,0,0,1
56870,Hawaiian Haze,Hybrid,Stress, Pain, Depression, Nausea, Insomnia,Uplifted, Happy, Talkative, Hungry, Dry Mouth, Paranoid, Anxious,,Skunk,,,5.85836,0,Flower Lot,1,Sativa,496,141,21,1,0.9047619,0.0952381,0,0.9047619
57367,The OX,Hybrid,Pain, Stress, Inflammation, Depression, Muscle Spasms,Relaxed, Happy, Uplifted, Tingly, Dry Mouth, Paranoid,,,Sweet, Citrus, Coffee,19.1332,0.21,Flower Lot,1,Indica,1232,147,3,1,1,0,0,1
57678,Tora Bora,Hybrid,Pain, Stress, Insomnia, Inflammation, Muscle Spasms,Relaxed, Tingly, Sleepy, Happy, Euphoric, Dry Mouth, Paranoid,,Earthy, Pine,,23.35,0.05,Flower Lot,1,Indica,673,134,28,1,0.8571429,0.1428571,0,0.8571429
58327,Super Cheese,Hybrid,Insomnia, Pain, Stress, Depression,,Euphoric, Relaxed, Happy, Sleepy, Energetic, Dry Mouth,,,Earthy,,,10.24272,0,Flower Lot,1,Indica,898,147,36,1,1,0,0,1
58334,Satori,Hybrid,,,,,,Creative,Euphoric,Uplifted,Happy,Energetic,,,,,,,5.09981,7.06,Flower Lot,2,Hybrid,682,147,18,1,0.8888889,0.1111111,0,0.8888889
58338,Kaboom,Hybrid,Depression, Stress, Pain, Nausea,,Happy, Uplifted, Energetic, Creative, Euphoric, Dry Mouth, Paranoid, Anxious,Earthy, Pine,,16.03552,0,Flower Lot,1,Sativa,1012,136,102,1,1,0,0,1
59056,Watermelon,Indica,Stress, Insomnia, Pain, Depression, Lack of Appetite,Relaxed, Happy, Euphoric, Sleepy, Hungry, Dry Mouth, Anxious,,Sweet, Berry, Grape,18.2662,0.1,Flower Lot,1,Indica,276,115,9,1,0.7777778,0.2222222,0,0.7777778
59191,Blackberry Diesel,Hybrid,Stress, Depression, Lack of Appetite,,,Happy, Energetic, Relaxed, Euphoric, Talkative, Dry Mouth, Anxious,,,,,15.3344,0.13,Flower Lot,1,Sativa,1117,150,39,1,1,0,0,1
59311,Devil Fruit,Hybrid,Stress, Depression, Insomnia, Pain,,Relaxed, Happy, Euphoric, Focused, Hungry, Dry Mouth, Anxious, Paranoid,Pepper, Sweet,,21.68,0.03,Flower Lot,1,Indica,636,150,1,1,1,0,0,1
59474,Kushberry,Indica,Stress, Insomnia, Pain, Depression,,Relaxed, Happy, Euphoric, Sleepy, Uplifted, Dry Mouth, Anxious,,Berry, Sweet, Earthy,14.5474,0.35,Flower Lot,1,Indica,387,136,24,1,1,0,0,1
59724,Super Slutty Hayes,Hybrid,,,,,,,,,,,,,,Earthy,,,18.0523,0.12,Flower Lot,1,,,,,,,,,
59916,Casper OG,Hybrid,Insomnia, Stress, Depression,,,Relaxed, Uplifted, Happy, Sleepy,,,,,Earthy, Pine, Sweet,20.6964,0.17,Flower Lot,1,Indica,1184,145,30,1,1,0,0,1
61283,Temple Haze,Hybrid,,,,,,,,,,,,,,Earthy,Skunk,Sweet,9.7839,0,Flower Lot,1,,,,,,,,,
61294,Outlaw,Hybrid,Depression, Pain, Stress,,,Euphoric, Energetic, Uplifted, Creative, Horny,,,,Earthy,,,9.76251,0,Marijuana Mix,1,Sativa,1281,150,48,1,1,0,0,1
61926,Green Kush,Hybrid,Stress, Pain, Depression, Nausea, Insomnia,Euphoric, Hungry, Energetic, Sleepy, Relaxed, Dry Mouth, Paranoid,,Citrus, Sweet, Earthy,19.5,0.1,Flower Lot,1,Indica,803,145,39,1,1,0,0,1
62066,Hurkle,Hybrid,,,,,,Relaxed,Happy,Hungry,Focused,Sleepy,,,,,,,14.2066,0.06,Flower Lot,1,Hybrid,865,140,86,1,0.627907,0.372093,0,0.627907
62919,Sour Haze,Hybrid,Stress, Depression, Pain,,,Uplifted, Euphoric, Focused, Happy, Energetic, Dry Mouth, Paranoid, Anxious,Citrus, Skunk, Sweet,77.15,1.42,Hydrocarbon Wax,1,Sativa,721,146,50,1,1,0,0,1
63119,Mendo Breath,Hybrid,Stress, Pain, Insomnia, Depression,,Relaxed, Happy, Euphoric, Sleepy, Uplifted, Dry Mouth, Paranoid, Anxious,Earthy, Pine,,15.1844,0.32,Flower Lot,1,Indica,153,103,43,1,1,0,0,1
63315,Rockstar,Hybrid,Stress, Depression, Pain, Insomnia, Inflammation,Relaxed, Sleepy, Happy, Euphoric, Uplifted, Dry Mouth, Anxious, Paranoid,Earthy,,,13.81719,0.11,Flower Lot,1,Indica,181,94,32,1,1,0,0,1
63701,CBD Mango Haze,Hybrid,Stress, Pain, Inflammation, Depression,,Focused, Uplifted, Energetic, Relaxed, Happy, Paranoid, Dry Mouth,,Pepper, Mango,,2.4025,6.96,Flower Lot,2,Sativa,366,148,11,2,0.4545455,0.5454546,0,0.5454546
63709,Grimace OG,Hybrid,Depression, Insomnia, Lack of Appetite,,,Sleepy, Euphoric, Relaxed, Horny, Happy, Dry Mouth,,,,,,13.575,0.12,Flower Lot,1,Indica,1537,152,28,1,1,0,0,1
64241,Harlesin,Hybrid,,,,,,,,,,,,,,Pungent,Skunk,Diesel,19.01275,43.86,Hydrocarbon Wax,2,Sativa,32,40,1205,2,0.3585062,0.586722,0.0547718,0.586722
64899,Dutch Dragon,Hybrid,Depression, Inflammation, Stress, Pain,,Euphoric, Creative, Relaxed, Focused, Happy, Anxious, Paranoid,,Citrus, Sweet,,23.69,0,Flower Lot,1,Sativa,687,141,37,1,1,0,0,1
65036,Purple Power,Hybrid,Lack of Appetite, Stress, Depression,,,Happy, Relaxed, Uplifted, Talkative, Energetic, Dry Mouth,,,Earthy, Sweet,,17.46,0.05,Flower Lot,1,Sativa,838,149,45,1,1,0,0,1
66062,Purple Widow,Hybrid,,,,,,,,,,,,,,Citrus,Lemon,Grapefruit,15.2267,0.17,Flower Lot,1,Hybrid,752,144,15,1,1,0,0,1
66103,Sugar Mama,Indica,Stress, Depression, Pain, Insomnia,,Euphoric, Relaxed, Happy, Uplifted, Horny, Dry Mouth,,,Sweet, Citrus,,14.1366,0.2,Flower Lot,1,Indica,827,147,32,1,1,0,0,1
66585,Stone Free,Hybrid,,,,,,,,,,,,,,Earthy,Honey,Pungent,22.8335,0.14,Flower Lot,1,,,,,,,,,
67065,Cambodian,Sativa,,,,,,Energetic, Talkative, Happy, Relaxed, Uplifted,,,,Earthy,,,20.33,0.13,Flower Lot,1,Sativa,1320,152,1,1,1,0,0,1
68297,Purple Goo,Hybrid,Stress, Pain, Depression,,,Relaxed, Euphoric, Happy, Talkative, Hungry, Dry Mouth, Paranoid,,Lavender, Pine,,16.59,0.09,Flower Lot,1,Indica,869,150,74,1,0.9324324,0.0675676,0,0.9324324
68452,Vanilluna,Hybrid,,,,,,Sleepy,Happy,Relaxed,,,,,,,,,14.82,0,Flower Lot,1,Hybrid,1702,151,3,1,1,0,0,1
68538,Sunshine Daydream,Hybrid,Inflammation, Pain, Depression, Nausea, Insomnia,Relaxed, Euphoric, Happy, Hungry, Uplifted, Dry Mouth, Anxious,,Sweet, Citrus, Blueberry,21.76,0,Flower Lot,1,Indica,534,145,20,1,1,0,0,1
68629,The One,Hybrid,,,,,,,,,,,,,,Diesel,Earthy,Citrus,67.9421,0.23,CO2 Hash Oil,1,Hybrid,1195,150,2,1,1,0,0,1
68705,Raspberry Cough,Hybrid,Stress, Depression, Pain, Nausea,,Happy, Uplifted, Focused, Euphoric, Relaxed, Dry Mouth, Anxious,,Berry, Sweet, Earthy,20.9172,0.14,Flower Lot,1,Sativa,465,138,16,1,1,0,0,1
68729,Sugar Kush,Hybrid,Insomnia, Stress, Lack of Appetite, Pain,,Relaxed, Sleepy, Hungry, Happy, Tingly, Dry Mouth,,,Sweet, Earthy,,16.2852,0.58,Flower Lot,1,Indica,669,142,8,1,1,0,0,1
69016,Blue Blood,Hybrid,Stress, Inflammation, Muscle Spasms, Pain, Depression,Relaxed, Euphoric, Sleepy, Creative, Happy, Dry Mouth,,,Blueberry, Earthy, Sweet,3.9,11.6,Flower Lot,2,Indica,1353,148,4,1,0.5,0.5,0,0.5
69290,5th Element,Hybrid,Pain, Stress, Depression, Lack of Appetite,,Relaxed, Happy, Euphoric, Creative, Tingly,,,,Earthy, Sweet,,24.4005,0.17,Flower Lot,1,Indica,822,152,25,1,1,0,0,1
69708,StarBud,Hybrid,Insomnia, Stress, Pain, Lack of Appetite, Muscle Spasms,Relaxed, Euphoric, Happy, Sleepy, Hungry, Dry Mouth, Anxious,,Earthy,,,16.0721,0.1,Flower Lot,1,Indica,1104,142,14,1,1,0,0,1
69780,Incredible Hulk,Sativa,Pain, Lack of Appetite, Insomnia, Stress, Depression,Happy, Uplifted, Focused, Euphoric, Creative, Dry Mouth, Paranoid,,Sweet, Earthy, Citrus,18.47,0.05,Flower Lot,1,Sativa,262,130,3,1,1,0,0,1
69972,Malawi,Sativa,Stress, Depression, Nausea,,,Energetic, Focused, Uplifted, Relaxed, Happy, Dry Mouth, Paranoid, Anxious,Earthy,,,27.7747,1.1,Flower Lot,1,Sativa,473,148,20,1,0.9,0,0.1,0.9
70329,Blueberry Blast,Hybrid,Depression, Stress, Pain, Lack of Appetite,,Happy, Relaxed, Euphoric, Uplifted, Energetic, Dry Mouth, Paranoid,,Blueberry, Berry, Sweet,20,0.1,Flower Lot,1,Sativa,989,143,69,1,1,0,0,1
70981,White Durban,Sativa,Stress, Depression, Pain,,,Energetic, Focused, Creative, Uplifted, Euphoric, Paranoid, Dry Mouth, Anxious,Earthy,,,24.73,0.12,Flower Lot,1,Sativa,958,135,116,1,1,0,0,1
71040,White Dragon,Hybrid,Pain, Stress, Insomnia, Depression,,Relaxed, Happy, Talkative, Hungry, Euphoric, Dry Mouth, Paranoid, Anxious,Earthy, Sweet,,24.6175,0.21,Flower Lot,1,Indica,1589,152,18,1,1,0,0,1
71778,P-91,Hybrid,,,,,,Euphoric,Happy,Relaxed,Creative,Energetic,,,,,,,28.1763,0.4,Flower Lot,1,Hybrid,914,143,698,1,0.9971347,0.0028653,0,0.9971347
71934,Sin City Kush,Hybrid,Insomnia, Stress, Depression, Muscle Spasms,,Euphoric, Relaxed, Uplifted, Happy, Dry Mouth, Paranoid,,,Grape, Pine,,12.1541,0.05,Flower Lot,1,Indica,1046,152,99,1,1,0,0,1
72002,Blackwater,Indica,Pain, Stress, Depression, Insomnia, Lack of Appetite,Relaxed, Sleepy, Happy, Euphoric, Hungry, Dry Mouth, Paranoid,,Berry, Earthy,,18.39668,0.15,Flower Lot,1,Indica,190,95,138,1,1,0,0,1
72100,Apollo 13,Hybrid,,,,,,,,,,,,,,Earthy,Citrus,Lemon,20.4079,0.8,Flower Lot,1,Hybrid,460,137,43,1,1,0,0,1
72243,Brazil Amazonia,Hybrid,Depression, Stress,,,,Relaxed, Uplifted, Euphoric, Focused, Happy,,,,Berry, Earthy,,23.0974,0.47,Flower Lot,1,Sativa,1559,152,32,1,1,0,0,1
72248,Sour Bubba,Hybrid,Stress, Insomnia, Pain, Depression,,Happy, Euphoric, Uplifted, Energetic, Talkative, Dry Mouth,,,Pine,,,25.0706,0.15,Flower Lot,1,Indica,878,145,91,1,1,0,0,1
72959,Pineapple OG,Hybrid,Pain, Depression, Stress, Inflammation,,Happy, Euphoric, Relaxed, Focused, Uplifted, Dry Mouth, Anxious,,Pineapple, Lemon, Earthy,18.5293,0.1,Flower Lot,1,Sativa,449,134,21,1,1,0,0,1
73155,Green Poison,Hybrid,Stress, Lack of Appetite, Muscle Spasms, Insomnia, Pain,Relaxed, Happy, Hungry, Euphoric, Sleepy, Dry Mouth, Paranoid,,Sweet, Citrus,,21.6,0.1,Flower Lot,1,Indica,337,128,20,1,1,0,0,1
73924,Big Wreck,Hybrid,Stress, Insomnia, Depression, Lack of Appetite, Muscle Spasms,Euphoric, Relaxed, Uplifted, Tingly, Happy, Dry Mouth, Paranoid,,Earthy,,,24.6828,0.67,Flower Lot,1,Indica,1467,149,69,1,1,0,0,1
74380,Pineapple Fields,Hybrid,Inflammation, Stress, Pain,,,Happy, Relaxed, Uplifted, Creative, Euphoric, Dry Mouth, Paranoid, Anxious,Sweet, Pineapple, Citrus,16.6999,0.3,Flower Lot,1,Sativa,963,134,24,1,1,0,0,1
74607,Lee Roy,Hybrid,Pain, Depression, Stress, Insomnia,,Relaxed, Sleepy, Happy, Euphoric, Creative, Dry Mouth, Paranoid,,Lime, Earthy,,14.9382,0.09,Flower Lot,1,Indica,783,137,14,1,1,0,0,1
75728,Space Dawg,Indica,Pain, Nausea, Stress, Muscle Spasms,,Relaxed, Euphoric, Uplifted, Talkative, Dry Mouth, Anxious,,,Sweet, Earthy, Berry,22.5,0.1,Flower Lot,1,Indica,1145,148,13,1,1,0,0,1
75875,Berry Wreck,Hybrid,,,,,,,,,,,,,,None,,,22.7642,0.73,Flower Lot,1,,,,,,,,,
76231,G Force,Hybrid,,,,,,,,,,,,,,Pine,Pungent,Woody,14.77355,0.2,Flower Lot,1,Indica,1593,152,48,1,1,0,0,1
76513,Critical Kali Mist,Sativa,Depression, Stress, Muscle Spasms,,,Creative, Focused, Uplifted, Happy, Euphoric, Paranoid, Dry Mouth,,Pine, Sweet, Earthy,8.21616,0,Flower Lot,1,Sativa,1439,151,57,1,1,0,0,1
76620,Pineapple Punch,Hybrid,Depression, Stress, Lack of Appetite, Insomnia,,Energetic, Uplifted, Creative, Horny, Happy, Dry Mouth,,,Pineapple,,,20.1517,0.07,Flower Lot,1,Sativa,968,150,18,1,1,0,0,1
77882,Blue Steel,Hybrid,Pain, Stress,,,,Uplifted, Creative, Euphoric, Relaxed,,,,,Blueberry,,,21.33982,0.02,Flower Lot,1,Indica,1291,151,16,1,1,0,0,1
77935,A-Train,Hybrid,,,,,,Creative,Euphoric,Relaxed,Happy,Hungry,,,,,,,19.31042,0.02,Flower Lot,1,Hybrid,947,146,156,1,1,0,0,1
80723,Fat Purple,Hybrid,Pain, Stress, Insomnia,,,Happy, Horny, Euphoric, Relaxed,,,,,Berry, Grape, Sweet,12.8726,0.05,Flower Lot,1,Indica,1412,149,31,1,1,0,0,1
80912,Fighting Buddha,Hybrid,,,,,,,,,,,,,,Pungent,Woody,Flowery,22.3496,0.2,Flower Lot,1,Sativa,1456,152,3,1,1,0,0,1
82164,Super Bud,Hybrid,Insomnia, Lack of Appetite, Pain, Stress,,Relaxed, Sleepy, Happy, Creative, Dry Mouth, Anxious,,,Citrus, Mint,,14.3743,0.1,Flower Lot,1,Indica,1034,152,5,1,1,0,0,1
83581,Gelato,Hybrid,,,,,,Relaxed,Happy,Euphoric,Uplifted,Creative,,,,,,,24.0343,0.17,Flower Lot,1,Hybrid,20,29,162,1,1,0,0,1
86090,Pineapple Purps,Sativa,Inflammation, Depression,,,,Relaxed, Creative, Uplifted, Happy, Talkative, Dry Mouth, Anxious,,Pineapple, Sweet, Earthy,21.38951,0.18,Flower Lot,1,Sativa,764,152,8,1,1,0,0,1
86806,Grizzly Purple Kush,Hybrid,,,,,,,,,,,,,,Skunk,Berry,Blueberry,73.2,0.4,Hydrocarbon Wax,1,,,,,,,,,
87070,Strawberry Cheesecake,Hybrid,Depression, Pain, Lack of Appetite, Stress,,Relaxed, Uplifted, Happy, Euphoric, Hungry, Dry Mouth, Paranoid, Anxious,Strawberry, Sweet,,23.402,1,Flower Lot,1,Indica,332,133,25,1,1,0,0,1
87118,Super Jack,Hybrid,Depression, Stress, Lack of Appetite, Pain,,Energetic, Happy, Uplifted, Focused, Creative, Dry Mouth, Anxious, Paranoid,Sweet, Earthy,,73.1477,1.6,Hydrocarbon Wax,1,Sativa,365,127,84,1,1,0,0,1
87670,Whitaker Blues,Hybrid,Stress, Insomnia, Depression, Pain,,Relaxed, Sleepy, Happy, Uplifted, Euphoric, Dry Mouth,,,Sweet, Apple,,14.3074,0,Flower Lot,1,Indica,1522,150,6,2,0.3333333,0.6666667,0,0.6666667
87824,Big Skunk,Hybrid,,,,,,,,,,,,,,Earthy,Pungent,Woody,12.5256,0.22,Flower Lot,1,Hybrid,478,139,133,1,1,0,0,1
88764,Tangilope,Hybrid,Depression, Stress, Pain, Lack of Appetite,,Happy, Uplifted, Creative, Euphoric, Talkative, Dry Mouth, Paranoid,,Citrus, Sweet,,16.1,0.1,Flower Lot,1,Sativa,571,136,107,1,1,0,0,1
89165,Cookies Kush,Indica,Stress, Lack of Appetite, Insomnia, Depression, Pain,Relaxed, Happy, Hungry, Euphoric, Sleepy, Dry Mouth, Paranoid, Anxious,Sweet, Earthy,,23.3635,1.1,Flower Lot,1,Indica,109,115,432,1,0.9907407,0.0092593,0,0.9907407
89444,Purple Berry,Hybrid,Pain, Nausea, Stress, Insomnia,,Relaxed, Euphoric, Sleepy, Tingly, Uplifted, Dry Mouth, Paranoid, Anxious,Berry, Blueberry, Sweet,14.732,0.1,Flower Lot,1,Indica,586,145,93,1,1,0,0,1
